Year	Name	IDrs	At-Bats	AVG	OBP	SLG	O-Swing%	Z-Swing%	Swing%	Zone%	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2005	Alex Rodriguez	rodra001	715	0.321	0.421	0.61	0.176	0.6809999999999999	0.433	0.509	0.32755244755244756	0.36923076923076925	0.2853146853146853	0.013771996295946871	-0.09344755244755243
2005	Andruw Jones	jonea002	672	0.263	0.347	0.575	0.254	0.7290000000000001	0.493	0.503	0.3512232142857143	0.3958333333333333	0.31101190476190477	0.015137885992199649	0.004223214285714316
2005	Albert Pujols	pujoa001	700	0.33	0.43	0.609	0.17	0.6579999999999999	0.416	0.504	0.35029571428571427	0.39285714285714285	0.3057142857142857	0.014400663729514152	-0.07970428571428573
2005	Chase Utley	utlec001	628	0.291	0.376	0.54	0.198	0.603	0.41	0.523	0.3079442675159236	0.3503184713375796	0.25955414012738853	0.014424654550379067	-0.06805573248407643
2005	Derrek Lee	lee-d002	691	0.335	0.418	0.662	0.157	0.6859999999999999	0.432	0.519	0.316616497829233	0.36034732272069464	0.2633863965267728	0.014364216394401887	-0.10138350217076697
2005	Brian Roberts	robeb003	640	0.314	0.387	0.515	0.2239999999999999	0.701	0.477	0.531	0.2768640625	0.3203125	0.2296875	0.014744801934459146	-0.1101359375
2005	Morgan Ensberg	ensbm001	624	0.283	0.388	0.557	0.123	0.687	0.424	0.534	0.2795464743589744	0.32371794871794873	0.23397435897435898	0.013224808268365565	-0.10845352564102562
2005	Jim Edmonds	edmoj001	567	0.263	0.385	0.533	0.146	0.672	0.41	0.502	0.3323086419753087	0.38271604938271603	0.2892416225749559	0.015626136027264512	-0.052691358024691326
2005	Mark Teixeira	teixm001	730	0.301	0.379	0.575	0.201	0.715	0.456	0.496	0.3505123287671233	0.3958904109589041	0.3	0.014194418058600304	-0.02848767123287671
2005	Brian Giles	gileb002	674	0.301	0.423	0.483	0.104	0.608	0.345	0.479	0.36497626112759646	0.41097922848664686	0.3219584569732938	0.014744574275948209	-0.05802373887240353
2005	David Wright	wrigd002	657	0.306	0.388	0.523	0.155	0.6559999999999999	0.423	0.535	0.27352054794520547	0.3165905631659056	0.2343987823439878	0.013612001560580485	-0.11447945205479454
2005	Jason Bay	bay-j001	707	0.306	0.402	0.559	0.217	0.665	0.432	0.479	0.3740848656294201	0.43422913719943423	0.32107496463932106	0.015476654147043857	-0.027915134370579908
