Year	Name	IDrs	At-Bats	AVG	OBP	SLG	O-Swing%	Z-Swing%	Swing%	Zone%	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2007	Alex Rodriguez	rodra001	708	0.314	0.422	0.645	0.218	0.662	0.428	0.473	0.412475988700565	0.4590395480225989	0.365819209039548	0.014944935802518934	-0.009524011299434976
2007	David Wright	wrigd002	711	0.325	0.416	0.546	0.2019999999999999	0.65	0.421	0.489	0.366478199718706	0.41068917018284107	0.32208157524613223	0.01491468813736562	-0.04952180028129399
2007	Magglio Ordonez	ordom001	679	0.363	0.434	0.595	0.187	0.7390000000000001	0.476	0.524	0.30269955817378497	0.3446244477172312	0.26362297496318116	0.013955516304729416	-0.13130044182621503
2007	Curtis Granderson	granc001	676	0.302	0.361	0.552	0.2239999999999999	0.621	0.434	0.53	0.28123520710059174	0.33136094674556216	0.22189349112426035	0.01520688837044048	-0.07976479289940824
2007	Albert Pujols	pujoa001	679	0.327	0.429	0.568	0.173	0.5870000000000001	0.381	0.503	0.3507098674521355	0.4020618556701031	0.30927835051546393	0.01419321215918008	-0.07829013254786449
2007	Chase Utley	utlec001	613	0.332	0.41	0.566	0.213	0.602	0.416	0.523	0.3078336052202284	0.3572593800978793	0.265905383360522	0.01523451614613704	-0.10216639477977157
2007	Chipper Jones	jonec004	600	0.337	0.425	0.604	0.17	0.695	0.427	0.489	0.3597466666666667	0.4166666666666667	0.31333333333333335	0.01647646694081412	-0.06525333333333327
2007	Matt Holliday	hollm001	713	0.34	0.405	0.607	0.267	0.81	0.537	0.497	0.35455539971949507	0.3997194950911641	0.2959326788218794	0.015482693199908124	-0.05044460028050496
2007	Alfonso Soriano	soria001	617	0.299	0.337	0.56	0.3879999999999999	0.7829999999999999	0.5820000000000001	0.492	0.3602333873581848	0.4246353322528363	0.3014586709886548	0.017858800888442966	0.023233387358184754
2007	Jimmy Rollins	rollj001	778	0.296	0.344	0.531	0.23	0.607	0.426	0.519	0.3015706940874036	0.35218508997429304	0.2532133676092545	0.014633591855090396	-0.04242930591259636
2007	Grady Sizemore	sizeg001	748	0.277	0.39	0.462	0.1939999999999999	0.65	0.421	0.498	0.35555614973262034	0.40106951871657753	0.31016042780748665	0.013657870245012103	-0.03444385026737967
2007	David Ortiz	ortid001	667	0.332	0.445	0.621	0.179	0.703	0.426	0.472	0.40961169415292353	0.46476761619190404	0.36431784107946025	0.014875172058109967	-0.03538830584707647
2007	Ichiro Suzuki	suzui001	736	0.351	0.396	0.431	0.263	0.6409999999999999	0.457	0.514	0.32541304347826083	0.3695652173913043	0.27853260869565216	0.014508809367546999	-0.07058695652173919
