Year	Name	IDrs	At-Bats	AVG	OBP	SLG	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2004	Barry Bonds	bondb001	617	0.362	0.609	0.812	0.6004846029173421	0.6450567260940032	0.5575364667747164	0.013852497084949063	-0.008515397082657916
2004	Adrian Beltre	belta001	657	0.334	0.388	0.629	0.2807625570776256	0.3257229832572298	0.2328767123287671	0.014710149812999387	-0.10723744292237442
2004	Scott Rolen	roles001	593	0.314	0.409	0.598	0.3250489038785835	0.3811129848229342	0.2799325463743676	0.015405895773649998	-0.08395109612141649
2004	J.D. Drew	drewj001	645	0.305	0.436	0.569	0.3406403100775194	0.3953488372093023	0.2930232558139535	0.01506359589326465	-0.09535968992248062
2004	Jim Edmonds	edmoj001	612	0.301	0.418	0.643	0.3295	0.3741830065359477	0.28431372549019607	0.014675982217305338	-0.08849999999999997
2004	Albert Pujols	pujoa001	692	0.331	0.415	0.657	0.3329075144508671	0.3872832369942196	0.28034682080924855	0.014271220434371065	-0.0820924855491329
2004	Ichiro Suzuki	suzui001	762	0.372	0.414	0.455	0.24396325459317586	0.2874015748031496	0.2047244094488189	0.013197502704413274	-0.17003674540682412
2004	Todd Helton	heltt001	683	0.347	0.469	0.62	0.403108345534407	0.44216691068814057	0.35431918008784774	0.014858683463617565	-0.06589165446559297
2004	Alex Rodriguez	rodra001	698	0.286	0.375	0.512	0.32103868194842405	0.3653295128939828	0.2808022922636103	0.014010656513266443	-0.053961318051575946
2004	Carlos Beltran	beltc001	708	0.267	0.367	0.548	0.41164406779661017	0.4646892655367232	0.3587570621468927	0.015568429278943238	0.044644067796610176
2004	Lance Berkman	berkl001	687	0.316	0.45	0.566	0.4644701601164483	0.519650655021834	0.4148471615720524	0.01565707852094175	0.014470160116448305
2004	Melvin Mora	moram002	636	0.34	0.419	0.562	0.28819182389937104	0.33962264150943394	0.2468553459119497	0.013954849463182543	-0.13080817610062895
2004	Miguel Tejada	tejam001	725	0.311	0.36	0.534	0.30362758620689656	0.3503448275862069	0.26482758620689656	0.01414329534848971	-0.056372413793103426
2004	Vladimir Guerrero	guerv001	680	0.337	0.391	0.598	0.35406176470588235	0.4	0.3	0.016336955843425552	-0.03693823529411766
2004	Moises Alou	aloum001	675	0.293	0.361	0.557	0.3203748148148148	0.36592592592592593	0.2651851851851852	0.015823517222081963	-0.04062518518518521
2004	Aaron Rowand	rowaa001	534	0.31	0.361	0.544	0.24618913857677904	0.29775280898876405	0.19101123595505617	0.016333071588989504	-0.11481086142322094
2004	Mark Loretta	lorem001	707	0.335	0.391	0.495	0.2717821782178218	0.314002828854314	0.2263083451202263	0.013705747726485225	-0.11921782178217821
2004	Bobby Abreu	abreb001	713	0.301	0.428	0.544	0.314382889200561	0.3492286115007013	0.2762973352033661	0.012617570159094964	-0.11361711079943898
2004	Carlos Lee	lee-c001	658	0.305	0.366	0.525	0.26932370820668694	0.31762917933130697	0.22796352583586627	0.014664344783165455	-0.09667629179331305
2004	Carlos Guillen	guilc001	583	0.318	0.379	0.542	0.3763327615780446	0.4288164665523156	0.32075471698113206	0.017155267934164654	-0.0026672384219554313
2004	Adam Dunn	dunna001	681	0.266	0.388	0.569	0.35509544787077824	0.39941262848751835	0.30983847283406757	0.01451646592335643	-0.032904552129221776
2004	Eric Chavez	chave001	577	0.276	0.397	0.501	0.355946273830156	0.4090121317157712	0.31369150779896016	0.01535770774836746	-0.04105372616984404
2004	Andruw Jones	jonea002	646	0.261	0.345	0.488	0.30669969040247674	0.35139318885448917	0.25696594427244585	0.014853397796410553	-0.03830030959752323
2004	Carl Crawford	crawc002	672	0.296	0.331	0.45	0.20870386904761903	0.25	0.16815476190476192	0.013534119161459048	-0.12229613095238098
2004	Brad Wilkerson	wilkb002	688	0.255	0.374	0.498	0.3450654069767442	0.3938953488372093	0.30377906976744184	0.01460636210544975	-0.028934593023255795
2004	Brian Giles	gileb002	711	0.284	0.374	0.475	0.3227257383966245	0.36849507735583686	0.2812939521800281	0.014131289974017835	-0.051274261603375504
2004	Jimmy Rollins	rollj001	725	0.289	0.348	0.455	0.26343310344827586	0.3062068965517241	0.22344827586206897	0.013835761518134072	-0.08456689655172411
2004	Corey Patterson	pattc001	687	0.266	0.32	0.452	0.27322998544395927	0.3129548762736536	0.22707423580786026	0.014813293340575025	-0.04677001455604074
2004	Travis Hafner	hafnt001	576	0.311	0.41	0.583	0.32118576388888886	0.3680555555555556	0.2743055555555556	0.015156280248096905	-0.08881423611111111
2004	Ivan Rodriguez	rodri001	575	0.334	0.383	0.51	0.3449008695652174	0.39652173913043476	0.2956521739130435	0.017108098052268577	-0.03809913043478258
2004	Derek Jeter	jeted001	721	0.292	0.352	0.471	0.25532732316227463	0.29958391123439665	0.20527045769764216	0.013339611019047917	-0.09667267683772535
2004	Aubrey Huff	huffa001	667	0.297	0.36	0.493	0.3090569715142429	0.3583208395802099	0.27136431784107945	0.014431932442073574	-0.0509430284857571
2004	Jason Kendall	kendj001	658	0.319	0.399	0.39	0.2630030395136778	0.3069908814589666	0.2127659574468085	0.013718981635325991	-0.1359969604863222
2004	Javy Lopez	lopej001	638	0.316	0.37	0.503	0.32070689655172413	0.3777429467084639	0.2711598746081505	0.01628130437911836	-0.049293103448275866
2004	Johnny Damon	damoj001	702	0.304	0.38	0.477	0.24505982905982907	0.29772079772079774	0.19943019943019943	0.013387077054292285	-0.13494017094017094
2004	Jack Wilson	wilsj002	693	0.308	0.335	0.459	0.23584992784992784	0.2813852813852814	0.18614718614718614	0.014626911479308663	-0.09915007215007218
2004	David Ortiz	ortid001	669	0.301	0.38	0.603	0.3272122571001495	0.37369207772795215	0.28101644245142005	0.0148490512464046	-0.0527877428998505
