Year	Name	IDrs	At-Bats	AVG	OBP	SLG	O-Swing%	Z-Swing%	Swing%	Zone%	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2009	Ben Zobrist	zobrb001	599	0.297	0.405	0.543	0.193	0.593	0.376	0.457	0.4067829716193656	0.4540901502504174	0.34390651085141904	0.01691062405337747	0.001782971619365581
2009	Albert Pujols	pujoa001	700	0.327	0.443	0.658	0.226	0.6659999999999999	0.423	0.446	0.47321142857142856	0.5242857142857142	0.4257142857142857	0.015625210406950876	0.030211428571428556
2009	Joe Mauer	mauej001	606	0.365	0.444	0.587	0.201	0.561	0.367	0.462	0.404516501650165	0.4521452145214521	0.3580858085808581	0.016230022333108253	-0.039483498349835
2009	Chase Utley	utlec001	687	0.282	0.397	0.508	0.187	0.579	0.366	0.457	0.40959243085880637	0.4556040756914119	0.35953420669577874	0.015808815480282967	0.012592430858806347
2009	Evan Longoria	longe001	671	0.281	0.364	0.526	0.248	0.6509999999999999	0.4429999999999999	0.484	0.3771907600596125	0.42921013412816694	0.32190760059612517	0.015851291543186954	0.013190760059612505
2009	Hanley Ramirez	ramih003	652	0.342	0.41	0.543	0.255	0.71	0.472	0.477	0.38229601226993865	0.4432515337423313	0.3312883435582822	0.01736038263674267	-0.02770398773006133
2009	Derek Jeter	jeted001	716	0.334	0.406	0.465	0.22	0.7020000000000001	0.4579999999999999	0.493	0.3466368715083799	0.40502793296089384	0.30027932960893855	0.01485092073526456	-0.05936312849162012
2009	Ryan Zimmerman	zimmr001	694	0.292	0.364	0.525	0.21	0.586	0.3939999999999999	0.489	0.3376887608069164	0.38472622478386165	0.28674351585014407	0.014583648850135566	-0.02631123919308359
2009	Chone Figgins	figgc001	729	0.298	0.395	0.393	0.149	0.578	0.364	0.5	0.3053127572016461	0.35390946502057613	0.26474622770919065	0.013289804978554563	-0.08968724279835394
2009	Brian McCann	mccab002	551	0.281	0.349	0.486	0.276	0.6809999999999999	0.469	0.477	0.38321778584392013	0.43738656987295826	0.32123411978221417	0.017659676328126196	0.03421778584392016
2009	Franklin Gutierrez	gutif001	629	0.283	0.339	0.425	0.23	0.594	0.413	0.504	0.3061335453100159	0.3751987281399046	0.2591414944356121	0.015864528002232058	-0.032866454689984115
