Year	Name	IDrs	At-Bats	AVG	OBP	SLG	O-Swing%	Z-Swing%	Swing%	Zone%	Mean Sim OBP	Max Sim OBP	Min Sim OBP	Sim OBP Std. Dev	Mean Change
2008	Albert Pujols	pujoa001	641	0.357	0.462	0.653	0.214	0.638	0.41	0.461	0.44980655226209054	0.49765990639625585	0.3962558502340094	0.01512534394221705	-0.01219344773790948
2008	Brian McCann	mccab002	573	0.301	0.373	0.523	0.246	0.6970000000000001	0.46	0.475	0.3863001745200698	0.43804537521815007	0.33507853403141363	0.01738755662599701	0.013300174520069818
2008	Chase Utley	utlec001	707	0.292	0.38	0.535	0.247	0.626	0.436	0.499	0.3675304101838755	0.42998585572843	0.31966053748231965	0.014899137038740332	-0.012469589816124504
2008	Russell Martin	martr004	650	0.28	0.385	0.396	0.192	0.61	0.396	0.488	0.36476	0.4153846153846154	0.3230769230769231	0.014741880363308934	-0.020240000000000036
2008	Lance Berkman	berkl001	665	0.312	0.42	0.567	0.226	0.742	0.462	0.4579999999999999	0.43805112781954886	0.4842105263157895	0.39097744360902253	0.016337889168391996	0.018051127819548873
2008	Hanley Ramirez	ramih003	693	0.301	0.4	0.54	0.175	0.635	0.402	0.493	0.35245887445887447	0.39826839826839827	0.3088023088023088	0.014404677115665294	-0.04754112554112555
2008	Grady Sizemore	sizeg001	745	0.268	0.374	0.502	0.193	0.635	0.416	0.506	0.3307677852348993	0.3785234899328859	0.276510067114094	0.013453144827476341	-0.043232214765100696
2008	Carlos Beltran	beltc001	706	0.284	0.376	0.5	0.2	0.6409999999999999	0.415	0.489	0.36950283286118984	0.41076487252124644	0.32152974504249293	0.014240793618280114	-0.006497167138810156
2008	Chipper Jones	jonec004	534	0.364	0.47	0.574	0.149	0.674	0.3989999999999999	0.476	0.3959906367041199	0.44569288389513106	0.3464419475655431	0.016614934446102517	-0.07400936329588009
2008	David Wright	wrigd002	736	0.302	0.39	0.534	0.213	0.696	0.446	0.482	0.38041440217391304	0.4266304347826087	0.3383152173913043	0.014983301478968845	-0.009585597826086978
2008	Mark Teixeira	teixm001	685	0.308	0.41	0.552	0.196	0.621	0.3929999999999999	0.465	0.41365109489051094	0.45985401459854014	0.3678832116788321	0.015240959377920752	0.003651094890510964
2008	Dustin Pedroia	pedrd001	726	0.326	0.376	0.493	0.255	0.627	0.447	0.516	0.310099173553719	0.3581267217630854	0.26170798898071623	0.0153653218525454	-0.06590082644628098
2008	Joe Mauer	mauej001	633	0.328	0.413	0.451	0.182	0.539	0.356	0.487	0.36346129541864136	0.4075829383886256	0.31121642969984203	0.015762956744662732	-0.04953870458135862
2008	Kevin Youkilis	youkk001	621	0.312	0.39	0.569	0.216	0.599	0.417	0.525	0.3039710144927536	0.35426731078904994	0.25925925925925924	0.014764785767196377	-0.08602898550724641
2008	Nick Markakis	markn001	697	0.306	0.406	0.491	0.183	0.642	0.411	0.496	0.3452826398852224	0.38737446197991393	0.2883787661406026	0.014633427964038893	-0.06071736011477763
2008	Manny Ramirez	ramim002	654	0.332	0.43	0.601	0.24	0.701	0.457	0.472	0.4167446483180428	0.47706422018348627	0.3761467889908257	0.015857304908821993	-0.013255351681957184
2008	Matt Holliday	hollm001	623	0.321	0.409	0.538	0.258	0.778	0.505	0.475	0.4023788121990369	0.4606741573033708	0.3467094703049759	0.01696809342329025	-0.006621187800963102
2008	Alex Rodriguez	rodra001	594	0.302	0.392	0.573	0.225	0.68	0.456	0.507	0.3448821548821549	0.3872053872053872	0.29292929292929293	0.015902241914251585	-0.047117845117845114
2008	Jose Reyes	reyej001	763	0.297	0.358	0.475	0.244	0.585	0.418	0.512	0.3178663171690695	0.35910878112712974	0.2778505897771953	0.014005031947176203	-0.040133682830930495
2008	Evan Longoria	longe001	508	0.272	0.343	0.531	0.258	0.664	0.4589999999999999	0.496	0.35101771653543307	0.4074803149606299	0.28937007874015747	0.018003597064003587	0.00801771653543304
2008	Alex Rios	riosa002	687	0.291	0.337	0.461	0.264	0.65	0.4629999999999999	0.515	0.3100334788937409	0.36681222707423583	0.2663755458515284	0.015081090550398121	-0.026966521106259134
