,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
6,1744,2016,Miguel Cabrera,679,0.3289999999999999,0.7290000000000001,0.495,0.417,0.316,0.393,0.563,cabrm001
21,13624,2016,Corey Seager,687,0.322,0.79,0.529,0.4429999999999999,0.308,0.365,0.512,seagc001
3,4316,2016,Daniel Murphy,582,0.335,0.648,0.4679999999999999,0.426,0.347,0.39,0.595,murpd006
2,4314,2016,Joey Votto,677,0.208,0.6859999999999999,0.422,0.447,0.326,0.434,0.55,vottj001
10,3473,2016,Anthony Rizzo,676,0.322,0.642,0.452,0.405,0.292,0.385,0.544,rizza001
9,9874,2016,DJ LeMahieu,635,0.239,0.609,0.419,0.486,0.348,0.416,0.495,lemad001
105,4922,2016,Ender Inciarte,578,0.3279999999999999,0.631,0.461,0.437,0.291,0.351,0.381,incie001
15,9218,2016,Paul Goldschmidt,705,0.23,0.607,0.391,0.426,0.297,0.411,0.489,goldp001
33,7870,2016,Jonathan Lucroy,544,0.3,0.5770000000000001,0.431,0.474,0.292,0.355,0.5,lucrj001
46,12856,2016,George Springer,744,0.272,0.741,0.474,0.431,0.261,0.359,0.457,sprig001
0,745,2016,David Ortiz,626,0.291,0.6990000000000001,0.444,0.374,0.315,0.401,0.62,ortid001
14,2434,2016,Nelson Cruz,667,0.305,0.7070000000000001,0.478,0.428,0.287,0.36,0.555,cruzn002
45,5235,2016,Justin Turner,622,0.244,0.66,0.444,0.481,0.275,0.339,0.493,turnj001
95,5343,2016,Brandon Crawford,623,0.308,0.7859999999999999,0.514,0.43,0.275,0.342,0.43,crawb001
8,7859,2016,Charlie Blackmon,641,0.34,0.638,0.469,0.433,0.324,0.381,0.552,blacc001
50,9368,2016,Evan Longoria,685,0.337,0.672,0.488,0.452,0.273,0.318,0.521,longe001
30,4062,2016,Dexter Fowler,551,0.1939999999999999,0.647,0.39,0.434,0.276,0.393,0.447,fowld001
52,14162,2016,Carlos Correa,660,0.294,0.6509999999999999,0.4479999999999999,0.429,0.274,0.361,0.451,corrc001
56,9776,2016,Jason Kipnis,688,0.275,0.62,0.43,0.449,0.275,0.343,0.469,kipnj001
54,12161,2016,Xander Bogaerts,719,0.3379999999999999,0.591,0.4539999999999999,0.455,0.294,0.356,0.446,bogax001
80,6885,2016,Ian Desmond,677,0.308,0.64,0.465,0.472,0.285,0.335,0.446,desmi001
77,11476,2016,Odubel Herrera,656,0.346,0.6829999999999999,0.484,0.409,0.286,0.361,0.42,herro001
18,8090,2016,Matt Carpenter,566,0.226,0.588,0.387,0.4429999999999999,0.271,0.38,0.505,carpm002
19,10264,2016,Brandon Belt,655,0.255,0.789,0.475,0.412,0.275,0.394,0.474,beltb001
47,13329,2016,Jake Lamb,594,0.278,0.653,0.439,0.431,0.249,0.332,0.509,lambj001
48,9241,2016,Starling Marte,529,0.392,0.74,0.541,0.427,0.311,0.362,0.456,marts002
34,1433,2016,Wilson Ramos,523,0.302,0.732,0.503,0.467,0.307,0.354,0.496,ramow001
39,8370,2016,Dustin Pedroia,698,0.26,0.609,0.431,0.492,0.318,0.376,0.449,pedrd001
68,7007,2016,Yadier Molina,581,0.36,0.727,0.534,0.473,0.307,0.36,0.427,moliy001
111,14106,2016,Addison Russell,598,0.315,0.728,0.501,0.451,0.238,0.321,0.417,russa002
20,2151,2016,Edwin Encarnacion,702,0.238,0.672,0.426,0.433,0.263,0.357,0.529,encae001
58,4962,2016,Asdrubal Cabrera,568,0.3279999999999999,0.7340000000000001,0.505,0.437,0.28,0.336,0.474,cabra002
65,12861,2016,Anthony Rendon,647,0.228,0.648,0.427,0.474,0.27,0.348,0.45,renda001
72,11200,2016,Kole Calhoun,672,0.307,0.748,0.495,0.427,0.271,0.348,0.438,calhk001
82,10556,2016,Cesar Hernandez,622,0.243,0.68,0.4429999999999999,0.4589999999999999,0.294,0.371,0.393,hernc005
104,11265,2016,Jonathan Schoop,647,0.43,0.8140000000000001,0.602,0.4479999999999999,0.267,0.298,0.454,schoj001
102,4616,2016,Russell Martin,535,0.214,0.591,0.389,0.465,0.231,0.335,0.398,martr004
17,3410,2016,Ryan Braun,564,0.362,0.7440000000000001,0.518,0.408,0.305,0.365,0.538,braur002
27,13110,2016,Yoenis Cespedes,543,0.346,0.6579999999999999,0.476,0.416,0.28,0.354,0.53,cespy001
78,12282,2016,Rougned Odor,632,0.418,0.713,0.5429999999999999,0.425,0.271,0.296,0.502,odorr001
69,10047,2016,Wil Myers,676,0.262,0.603,0.408,0.427,0.259,0.336,0.461,myerw001
136,11846,2016,Leonys Martin,576,0.3289999999999999,0.688,0.492,0.4539999999999999,0.247,0.306,0.378,martl004
36,7435,2016,Ben Zobrist,631,0.205,0.561,0.355,0.421,0.272,0.386,0.446,zobrb001
26,2396,2016,Carlos Santana,688,0.198,0.64,0.391,0.437,0.259,0.366,0.498,santc002
61,8709,2016,Elvis Andrus,568,0.2689999999999999,0.614,0.432,0.472,0.302,0.362,0.439,andre001
75,4747,2016,Curtis Granderson,633,0.209,0.581,0.366,0.422,0.237,0.335,0.464,granc001
99,785,2016,Todd Frazier,666,0.326,0.6559999999999999,0.467,0.428,0.225,0.302,0.464,frazt001
41,10071,2016,Jonathan Villar,679,0.241,0.662,0.43,0.449,0.285,0.369,0.457,villj001
29,8001,2016,Hanley Ramirez,620,0.304,0.6809999999999999,0.4679999999999999,0.435,0.286,0.361,0.505,ramih003
79,7185,2016,Logan Forsythe,567,0.221,0.5870000000000001,0.396,0.477,0.264,0.333,0.444,forsl001
81,3312,2016,Martin Prado,658,0.273,0.535,0.3979999999999999,0.478,0.305,0.359,0.417,pradm001
51,9112,2016,Khris Davis,610,0.313,0.767,0.52,0.457,0.247,0.307,0.524,davik003
63,11579,2016,Bryce Harper,627,0.27,0.682,0.427,0.382,0.243,0.373,0.441,harpb003
110,9927,2016,Brett Gardner,634,0.24,0.541,0.368,0.425,0.261,0.351,0.362,gardb001
129,6547,2016,Jordy Mercer,584,0.278,0.618,0.4379999999999999,0.47,0.256,0.328,0.374,mercj002
87,10950,2016,Adam Duvall,608,0.341,0.6970000000000001,0.498,0.44,0.241,0.297,0.498,duvaa001
88,12907,2016,Gregory Polanco,587,0.31,0.701,0.462,0.3879999999999999,0.258,0.323,0.463,polag001
97,3531,2016,Troy Tulowitzki,544,0.284,0.635,0.445,0.4579999999999999,0.254,0.318,0.443,tulot001
101,6848,2016,Eduardo Nunez,595,0.386,0.7040000000000001,0.53,0.452,0.288,0.325,0.432,nunee002
108,6368,2016,Adam Jones,672,0.4479999999999999,0.828,0.606,0.416,0.265,0.31,0.436,jonea003
114,12533,2016,Marcus Semien,621,0.273,0.664,0.456,0.4679999999999999,0.238,0.3,0.435,semim001
117,4579,2016,Starlin Castro,610,0.364,0.6920000000000001,0.517,0.466,0.27,0.3,0.433,casts001
13,6184,2016,J.D. Martinez,517,0.332,0.7709999999999999,0.525,0.44,0.307,0.373,0.535,martj006
37,589,2016,Carlos Beltran,593,0.312,0.662,0.46,0.423,0.295,0.337,0.513,beltc001
90,10324,2016,Marcell Ozuna,608,0.3289999999999999,0.665,0.471,0.422,0.266,0.321,0.452,ozunm001
106,6012,2016,Didi Gregorius,597,0.401,0.748,0.5539999999999999,0.44,0.276,0.304,0.447,gregd001
73,9272,2016,Chris Davis,665,0.282,0.6409999999999999,0.427,0.405,0.221,0.332,0.459,davic003
122,4720,2016,Chase Headley,529,0.2769999999999999,0.6609999999999999,0.44,0.424,0.251,0.329,0.383,headc001
55,9981,2016,Michael Saunders,558,0.258,0.6990000000000001,0.447,0.428,0.253,0.338,0.478,saunm001
59,13367,2016,Stephen Piscotty,649,0.331,0.754,0.523,0.455,0.273,0.343,0.457,piscs001
85,11739,2016,J.T. Realmuto,545,0.325,0.664,0.481,0.46,0.303,0.343,0.428,realj001
35,7287,2016,Carlos Gonzalez,632,0.364,0.7440000000000001,0.516,0.4,0.298,0.35,0.505,gonzc001
112,12552,2016,Eugenio Suarez,627,0.266,0.6409999999999999,0.434,0.4479999999999999,0.248,0.317,0.411,suare001
141,10231,2016,Jose Iglesias,513,0.361,0.536,0.441,0.457,0.255,0.306,0.336,iglej001
53,15676,2016,Jose Abreu,695,0.397,0.693,0.516,0.402,0.293,0.353,0.468,abrej003
57,9911,2016,Chris Carter,644,0.259,0.6829999999999999,0.437,0.422,0.222,0.321,0.499,cartc002
133,11936,2016,Joe Panik,526,0.231,0.65,0.417,0.445,0.239,0.315,0.379,panij002
138,12434,2016,Kevin Pillar,584,0.371,0.623,0.489,0.47,0.266,0.303,0.376,pillk001
140,6609,2016,Freddy Galvis,624,0.4039999999999999,0.682,0.527,0.442,0.241,0.274,0.399,galvf001
38,6876,2016,Mark Trumbo,667,0.3379999999999999,0.6990000000000001,0.494,0.432,0.256,0.316,0.533,trumm001
43,1887,2016,Jose Bautista,517,0.2019999999999999,0.5870000000000001,0.366,0.425,0.234,0.366,0.452,bautj002
66,4022,2016,Melky Cabrera,646,0.348,0.6859999999999999,0.491,0.421,0.296,0.345,0.455,cabrm002
67,6364,2016,Danny Valencia,517,0.299,0.624,0.441,0.437,0.287,0.346,0.446,valed001
124,4727,2016,Jacoby Ellsbury,626,0.278,0.6729999999999999,0.46,0.461,0.263,0.33,0.374,ellsj001
132,8202,2016,Josh Harrison,522,0.371,0.725,0.5429999999999999,0.485,0.283,0.311,0.388,harrj002
94,1857,2016,Joe Mauer,576,0.2319999999999999,0.508,0.358,0.457,0.261,0.363,0.389,mauej001
100,2918,2016,Angel Pagan,543,0.247,0.598,0.406,0.452,0.277,0.331,0.418,pagaa001
137,5015,2016,Melvin Upton Jr.,539,0.304,0.7140000000000001,0.501,0.48,0.238,0.291,0.402,uptob001
139,9219,2016,Danny Espinosa,601,0.332,0.696,0.486,0.423,0.209,0.306,0.378,espid001
86,12775,2016,Brad Miller,601,0.324,0.716,0.491,0.427,0.243,0.304,0.482,millb002
91,5222,2016,Justin Upton,626,0.257,0.659,0.441,0.4579999999999999,0.246,0.31,0.465,uptoj001
93,1327,2016,Jayson Werth,606,0.238,0.546,0.382,0.467,0.244,0.335,0.417,wertj001
96,4191,2016,Yunel Escobar,567,0.273,0.73,0.486,0.465,0.304,0.355,0.391,escoy001
92,9847,2016,Andrew McCutchen,675,0.254,0.7140000000000001,0.466,0.461,0.256,0.336,0.43,mccua001
119,1679,2016,Chase Utley,565,0.222,0.597,0.402,0.479,0.252,0.319,0.396,utlec001
135,5497,2016,Marwin Gonzalez,518,0.357,0.6509999999999999,0.484,0.434,0.254,0.293,0.401,gonzm002
49,393,2016,Victor Martinez,610,0.326,0.667,0.469,0.42,0.289,0.351,0.476,martv001
74,9892,2016,Jay Bruce,589,0.33,0.773,0.518,0.423,0.25,0.309,0.506,brucj001
64,3057,2016,Mike Napoli,645,0.264,0.6609999999999999,0.44,0.442,0.239,0.335,0.465,napom001
83,1908,2016,Adrian Gonzalez,633,0.322,0.733,0.487,0.402,0.285,0.349,0.435,gonza003
113,10473,2016,Cheslor Cuthbert,510,0.317,0.695,0.492,0.4629999999999999,0.274,0.318,0.413,cuthc001
120,8347,2016,Denard Span,637,0.265,0.647,0.44,0.46,0.266,0.331,0.381,spand001
131,5209,2016,Alex Gordon,506,0.249,0.6809999999999999,0.437,0.435,0.22,0.312,0.38,gorda001
130,4229,2016,Howie Kendrick,543,0.305,0.688,0.481,0.4589999999999999,0.255,0.326,0.366,kendh001
76,8610,2016,Kendrys Morales,618,0.3339999999999999,0.687,0.481,0.416,0.263,0.327,0.468,morak001
121,12179,2016,Maikel Franco,630,0.344,0.7440000000000001,0.52,0.441,0.255,0.306,0.427,franm004
143,6310,2016,Alcides Escobar,682,0.391,0.693,0.529,0.456,0.261,0.292,0.35,escoa003
89,1177,2016,Albert Pujols,650,0.321,0.639,0.462,0.442,0.268,0.323,0.457,pujoa001
142,4940,2016,Jason Heyward,592,0.262,0.6,0.414,0.4479999999999999,0.23,0.306,0.325,heywj001
123,11982,2016,Travis Shaw,530,0.327,0.6859999999999999,0.48,0.426,0.242,0.306,0.421,shawt001
107,10762,2016,Corey Dickerson,548,0.44,0.76,0.564,0.389,0.245,0.293,0.469,dickc002
145,10459,2016,Adeiny Hechavarria,547,0.3389999999999999,0.6779999999999999,0.502,0.479,0.236,0.283,0.311,hecha001
109,14553,2016,Nomar Mazara,568,0.3339999999999999,0.613,0.447,0.4029999999999999,0.266,0.32,0.419,mazan001
116,10339,2016,Scooter Gennett,542,0.3429999999999999,0.73,0.505,0.42,0.263,0.317,0.412,genns001
103,5930,2016,Nick Markakis,684,0.242,0.621,0.409,0.441,0.269,0.346,0.397,markn001
118,2616,2016,Zack Cozart,508,0.289,0.664,0.47,0.484,0.252,0.308,0.425,cozaz001
125,13777,2016,Adonis Garcia,563,0.3879999999999999,0.703,0.528,0.446,0.273,0.311,0.406,garca004
126,7304,2016,Salvador Perez,546,0.442,0.701,0.552,0.422,0.247,0.288,0.438,peres002
128,5000,2016,Stephen Vogt,532,0.325,0.611,0.4539999999999999,0.452,0.251,0.305,0.406,vogts001
98,3516,2016,Eric Hosmer,667,0.3389999999999999,0.705,0.488,0.408,0.266,0.328,0.433,hosme001
134,2530,2016,Yonder Alonso,532,0.273,0.706,0.4639999999999999,0.44,0.253,0.316,0.367,alony001
127,3086,2016,Mitch Moreland,503,0.341,0.7140000000000001,0.489,0.396,0.233,0.298,0.422,morem001
115,791,2016,Brandon Phillips,584,0.417,0.772,0.578,0.4529999999999999,0.291,0.32,0.416,philb001
60,17171,2016,Yasmany Tomas,563,0.424,0.8029999999999999,0.58,0.412,0.272,0.313,0.508,tomay001
84,5631,2016,Matt Kemp,672,0.407,0.75,0.5539999999999999,0.429,0.268,0.304,0.499,kempm001
144,5133,2016,Alexei Ramirez,506,0.348,0.6579999999999999,0.488,0.452,0.241,0.277,0.333,ramia003
