,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
1,1274,2007,Alex Rodriguez,708,0.218,0.662,0.428,0.473,0.314,0.422,0.645,rodra001
10,3787,2007,David Wright,711,0.2019999999999999,0.65,0.421,0.489,0.325,0.416,0.546,wrigd002
2,248,2007,Magglio Ordonez,679,0.187,0.7390000000000001,0.476,0.524,0.363,0.434,0.595,ordom001
23,4747,2007,Curtis Granderson,676,0.2239999999999999,0.621,0.434,0.53,0.302,0.361,0.552,granc001
6,1177,2007,Albert Pujols,679,0.173,0.5870000000000001,0.381,0.503,0.327,0.429,0.568,pujoa001
7,1679,2007,Chase Utley,613,0.213,0.602,0.416,0.523,0.332,0.41,0.566,utlec001
3,97,2007,Chipper Jones,600,0.17,0.695,0.427,0.489,0.337,0.425,0.604,jonec004
5,1873,2007,Matt Holliday,713,0.267,0.81,0.537,0.497,0.34,0.405,0.607,hollm001
30,847,2007,Alfonso Soriano,617,0.3879999999999999,0.7829999999999999,0.5820000000000001,0.492,0.299,0.337,0.56,soria001
41,971,2007,Jimmy Rollins,778,0.23,0.607,0.426,0.519,0.296,0.344,0.531,rollj001
36,2197,2007,Grady Sizemore,748,0.1939999999999999,0.65,0.421,0.498,0.277,0.39,0.462,sizeg001
0,745,2007,David Ortiz,667,0.179,0.703,0.426,0.472,0.332,0.445,0.621,ortid001
60,1101,2007,Ichiro Suzuki,736,0.263,0.6409999999999999,0.457,0.514,0.351,0.396,0.431,suzui001
4,934,2007,Carlos Pena,612,0.19,0.7090000000000001,0.429,0.461,0.282,0.411,0.627,penac001
9,841,2007,Jorge Posada,589,0.1639999999999999,0.612,0.381,0.485,0.338,0.426,0.543,posaj001
113,1736,2007,Jose Reyes,765,0.25,0.626,0.436,0.495,0.28,0.354,0.421,reyej001
45,4616,2007,Russell Martin,620,0.182,0.617,0.401,0.503,0.293,0.374,0.469,martr004
27,254,2007,Aaron Rowand,684,0.285,0.698,0.489,0.494,0.309,0.374,0.515,rowaa001
37,393,2007,Victor Martinez,645,0.2339999999999999,0.633,0.431,0.492,0.301,0.374,0.505,martv001
39,1176,2007,Placido Polanco,641,0.214,0.6509999999999999,0.452,0.544,0.341,0.388,0.458,polap001
13,8001,2007,Hanley Ramirez,706,0.228,0.652,0.444,0.509,0.332,0.386,0.562,ramih003
51,2090,2007,Alex Rios,711,0.228,0.643,0.446,0.526,0.297,0.354,0.498,riosa002
55,3531,2007,Troy Tulowitzki,682,0.22,0.66,0.455,0.5329999999999999,0.291,0.359,0.479,tulot001
43,589,2007,Carlos Beltran,636,0.245,0.633,0.436,0.492,0.276,0.353,0.525,beltc001
14,1744,2007,Miguel Cabrera,680,0.295,0.742,0.51,0.482,0.32,0.401,0.565,cabrm001
69,166,2007,Brian Roberts,716,0.174,0.637,0.416,0.524,0.29,0.377,0.432,robeb003
24,1002,2007,Aramis Ramirez,558,0.299,0.7290000000000001,0.512,0.496,0.31,0.366,0.549,ramia001
125,766,2007,Orlando Cabrera,701,0.272,0.643,0.4629999999999999,0.514,0.301,0.345,0.397,cabro001
8,4613,2007,Prince Fielder,681,0.275,0.685,0.475,0.487,0.288,0.395,0.618,fielp001
62,3269,2007,Robinson Cano,669,0.337,0.723,0.527,0.493,0.306,0.353,0.488,canor001
25,5015,2007,Melvin Upton Jr.,548,0.183,0.67,0.435,0.518,0.3,0.386,0.508,uptob001
29,527,2007,Mike Lowell,653,0.208,0.599,0.408,0.511,0.324,0.378,0.501,lowem001
102,4220,2007,Ryan Zimmerman,722,0.256,0.5870000000000001,0.423,0.504,0.266,0.33,0.458,zimmr001
12,1281,2007,Mark Teixeira,575,0.196,0.62,0.402,0.486,0.306,0.4,0.563,teixm001
77,791,2007,Brandon Phillips,702,0.326,0.7390000000000001,0.546,0.532,0.288,0.331,0.485,philb001
105,1443,2007,Mark Ellis,642,0.238,0.604,0.432,0.53,0.276,0.336,0.441,ellim001
136,1572,2007,Coco Crisp,591,0.195,0.624,0.416,0.516,0.268,0.33,0.382,crisc001
15,432,2007,Todd Helton,682,0.163,0.633,0.4039999999999999,0.512,0.32,0.434,0.494,heltt001
31,1945,2007,Corey Hart,566,0.244,0.7290000000000001,0.498,0.524,0.295,0.353,0.539,hartc001
52,5930,2007,Nick Markakis,710,0.2319999999999999,0.637,0.445,0.526,0.3,0.362,0.485,markn001
35,1935,2007,Kevin Youkilis,625,0.1689999999999999,0.585,0.39,0.531,0.288,0.39,0.453,youkk001
28,1178,2007,Edgar Renteria,543,0.207,0.68,0.4539999999999999,0.522,0.332,0.39,0.47,rente001
59,4599,2007,Nick Swisher,659,0.159,0.606,0.377,0.486,0.262,0.381,0.455,swisn001
53,1580,2007,Chone Figgins,503,0.158,0.644,0.417,0.534,0.33,0.393,0.432,figgc001
101,3797,2007,J.J. Hardy,638,0.209,0.5429999999999999,0.389,0.537,0.277,0.323,0.463,hardj003
57,8370,2007,Dustin Pedroia,581,0.238,0.614,0.4379999999999999,0.532,0.317,0.38,0.442,pedrd001
42,826,2007,Derek Jeter,714,0.21,0.716,0.47,0.515,0.322,0.388,0.452,jeted001
74,905,2007,Eric Byrnes,699,0.235,0.6920000000000001,0.465,0.504,0.286,0.353,0.46,byrne001
