,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
11,409,2007,Jim Thome,536,0.152,0.655,0.389,0.471,0.275,0.41,0.563,thomj002
54,2234,2007,Kelly Johnson,608,0.172,0.609,0.392,0.504,0.276,0.375,0.457,johnk003
66,945,2007,Bobby Abreu,699,0.158,0.551,0.353,0.497,0.283,0.369,0.445,abreb001
96,6104,2007,Aaron Hill,657,0.212,0.643,0.446,0.542,0.291,0.333,0.459,hilla001
109,332,2007,Austin Kearns,674,0.177,0.691,0.442,0.516,0.266,0.355,0.411,keara001
20,525,2007,Derrek Lee,650,0.1689999999999999,0.638,0.406,0.507,0.317,0.4,0.513,lee-d002
56,1079,2007,Carlos Guillen,630,0.2319999999999999,0.759,0.507,0.523,0.296,0.357,0.502,guilc001
70,1201,2007,Carl Crawford,627,0.294,0.772,0.546,0.527,0.315,0.355,0.466,crawc002
110,4792,2007,Jeff Francoeur,696,0.354,0.802,0.568,0.479,0.293,0.338,0.444,franj004
137,96,2007,Andruw Jones,659,0.265,0.706,0.477,0.48,0.222,0.311,0.413,jonea002
140,8219,2007,Jason Bartlett,570,0.214,0.622,0.433,0.536,0.265,0.339,0.361,bartj001
19,778,2007,Vladimir Guerrero,660,0.401,0.8270000000000001,0.569,0.3939999999999999,0.324,0.403,0.547,guerv001
72,731,2007,Torii Hunter,650,0.282,0.7440000000000001,0.523,0.523,0.287,0.334,0.505,huntt001
17,2154,2007,Ryan Howard,648,0.252,0.6940000000000001,0.452,0.452,0.268,0.392,0.584,howar001
68,1849,2007,Rickie Weeks Jr.,506,0.182,0.57,0.377,0.501,0.235,0.374,0.433,weekr001
97,7781,2007,Akinori Iwamura,559,0.1689999999999999,0.684,0.435,0.516,0.285,0.359,0.411,iwama001
47,114,2007,Gary Sheffield,593,0.215,0.625,0.41,0.476,0.265,0.378,0.462,shefg001
16,319,2007,Adam Dunn,632,0.209,0.6729999999999999,0.431,0.48,0.264,0.386,0.554,dunna001
44,1659,2007,Hideki Matsui,634,0.1639999999999999,0.597,0.38,0.499,0.285,0.367,0.488,matsh001
63,1908,2007,Adrian Gonzalez,720,0.27,0.727,0.495,0.491,0.282,0.347,0.502,gonza003
93,639,2007,Adrian Beltre,639,0.363,0.6890000000000001,0.525,0.497,0.276,0.319,0.482,belta001
100,1624,2007,Freddy Sanchez,653,0.318,0.713,0.5329999999999999,0.5429999999999999,0.304,0.343,0.442,sancf001
87,246,2007,Kenny Lofton,559,0.143,0.654,0.41,0.522,0.296,0.367,0.414,loftk001
106,719,2007,Casey Blake,662,0.226,0.588,0.41,0.507,0.27,0.339,0.437,blakc001
18,1564,2007,Jack Cust,507,0.131,0.617,0.36,0.472,0.256,0.408,0.504,custj001
26,548,2007,Lance Berkman,668,0.214,0.738,0.461,0.471,0.278,0.386,0.51,berkl001
32,1119,2007,Jeff Kent,562,0.207,0.722,0.465,0.5,0.302,0.375,0.5,kentj001
75,2106,2007,Ryan Church,530,0.275,0.6709999999999999,0.469,0.49,0.272,0.349,0.464,churr001
104,1677,2007,Shane Victorino,510,0.259,0.589,0.427,0.51,0.281,0.347,0.423,victs001
131,1826,2007,Khalil Greene,659,0.2769999999999999,0.69,0.499,0.537,0.254,0.291,0.468,greek002
126,513,2007,Luis Castillo,615,0.126,0.53,0.354,0.565,0.301,0.362,0.359,castl001
50,1930,2007,Casey Kotchman,508,0.226,0.648,0.435,0.495,0.296,0.372,0.467,kotcc001
40,243,2007,Carlos Lee,697,0.253,0.7190000000000001,0.501,0.532,0.303,0.354,0.528,lee-c001
64,1307,2007,Orlando Hudson,601,0.166,0.657,0.409,0.495,0.294,0.376,0.441,hudso001
90,217,2007,Jason Varitek,518,0.24,0.633,0.432,0.489,0.255,0.367,0.421,varij001
78,6195,2007,Ian Kinsler,566,0.209,0.6559999999999999,0.4379999999999999,0.511,0.263,0.355,0.441,kinsi001
76,1392,2007,Mark DeRosa,574,0.18,0.71,0.4539999999999999,0.517,0.293,0.371,0.42,derom001
103,1017,2007,Jack Wilson,535,0.257,0.654,0.472,0.54,0.296,0.35,0.44,wilsj002
115,4511,2007,Mark Teahen,608,0.276,0.7070000000000001,0.492,0.501,0.285,0.353,0.41,teahm001
122,5811,2007,Kenji Johjima,513,0.311,0.732,0.526,0.512,0.287,0.322,0.433,johjk001
88,3442,2007,Dan Uggla,728,0.208,0.682,0.442,0.494,0.245,0.326,0.479,uggld001
81,1235,2007,Randy Winn,653,0.195,0.6940000000000001,0.461,0.5329999999999999,0.3,0.353,0.445,winnr001
98,2178,2007,Brendan Harris,576,0.211,0.6779999999999999,0.457,0.529,0.286,0.343,0.434,harrb001
116,185,2007,Johnny Damon,605,0.196,0.597,0.41,0.5329999999999999,0.27,0.351,0.396,damoj001
145,443,2007,Juan Pierre,729,0.255,0.565,0.426,0.551,0.293,0.331,0.353,pierj002
83,1534,2007,Michael Cuddyer,623,0.266,0.616,0.4429999999999999,0.506,0.276,0.356,0.433,cuddm001
120,677,2007,Ronnie Belliard,557,0.284,0.5920000000000001,0.446,0.527,0.29,0.332,0.427,bellr002
147,1112,2007,Pedro Feliz,590,0.306,0.703,0.511,0.516,0.253,0.29,0.418,felip001
61,1573,2007,Travis Hafner,661,0.178,0.6,0.381,0.48,0.266,0.385,0.451,hafnt001
73,1737,2007,Justin Morneau,668,0.305,0.696,0.494,0.482,0.271,0.343,0.492,mornj001
71,57,2007,Jose Guillen,659,0.253,0.7090000000000001,0.483,0.504,0.29,0.353,0.46,guilj001
107,5995,2007,Kevin Kouzmanoff,534,0.2789999999999999,0.728,0.5,0.493,0.275,0.329,0.457,kouzk001
118,157,2007,Melvin Mora,527,0.209,0.617,0.427,0.5329999999999999,0.274,0.341,0.418,moram002
135,5209,2007,Alex Gordon,601,0.244,0.711,0.481,0.508,0.247,0.314,0.411,gorda001
130,1825,2007,David DeJesus,703,0.209,0.585,0.4029999999999999,0.516,0.26,0.351,0.372,dejed001
48,1790,2007,Garrett Atkins,684,0.181,0.64,0.42,0.521,0.301,0.367,0.486,atkig001
89,1286,2007,Michael Young,692,0.247,0.7,0.487,0.531,0.315,0.366,0.418,younm003
85,1152,2007,J.D. Drew,552,0.168,0.6579999999999999,0.412,0.499,0.27,0.373,0.423,drewj001
159,411,2007,Omar Vizquel,575,0.18,0.602,0.413,0.551,0.246,0.305,0.316,vizqo001
84,1904,2007,Adam LaRoche,632,0.2239999999999999,0.679,0.449,0.494,0.272,0.345,0.458,laroa001
86,941,2007,Miguel Tejada,569,0.2739999999999999,0.6779999999999999,0.474,0.495,0.296,0.357,0.442,tejam001
117,1070,2007,Mike Cameron,651,0.185,0.642,0.415,0.504,0.242,0.328,0.431,camem001
38,255,2007,Frank Thomas,624,0.155,0.611,0.384,0.503,0.277,0.377,0.48,thomf001
58,2103,2007,Josh Willingham,604,0.187,0.644,0.416,0.502,0.265,0.364,0.463,willj004
146,1326,2007,Vernon Wells,642,0.268,0.6920000000000001,0.482,0.505,0.245,0.304,0.402,wellv001
112,1738,2007,Jhonny Peralta,647,0.2339999999999999,0.721,0.482,0.51,0.27,0.341,0.43,peraj001
148,470,2007,Brandon Inge,577,0.221,0.627,0.426,0.505,0.236,0.312,0.376,ingeb001
99,6265,2007,Andre Ethier,507,0.2739999999999999,0.67,0.479,0.517,0.284,0.35,0.452,ethia001
121,8581,2007,Tadahito Iguchi,533,0.17,0.6609999999999999,0.424,0.517,0.267,0.347,0.4,iguct001
132,1605,2007,Bill Hall,503,0.245,0.715,0.496,0.535,0.254,0.315,0.425,hallb001
22,1885,2007,Brad Hawpe,606,0.195,0.7440000000000001,0.48,0.519,0.291,0.387,0.539,hawpb001
21,949,2007,Pat Burrell,598,0.153,0.601,0.363,0.469,0.256,0.4,0.502,burrp001
65,242,2007,Paul Konerko,636,0.214,0.628,0.421,0.5,0.259,0.351,0.49,konep001
123,4810,2007,Brian McCann,552,0.268,0.713,0.493,0.505,0.27,0.32,0.452,mccab002
111,5590,2007,Reggie Willits,518,0.141,0.499,0.3339999999999999,0.5379999999999999,0.293,0.391,0.344,willr004
141,8585,2007,Yuniesky Betancourt,559,0.284,0.664,0.488,0.5379999999999999,0.289,0.308,0.418,betay001
143,1275,2007,Ivan Rodriguez,515,0.396,0.773,0.596,0.531,0.281,0.294,0.42,rodri001
144,88,2007,Rafael Furcal,643,0.217,0.626,0.429,0.518,0.27,0.333,0.355,furcr001
133,153,2007,Gary Matthews Jr.,579,0.263,0.679,0.461,0.475,0.252,0.323,0.419,mattg002
149,300,2007,Corey Patterson,503,0.363,0.7290000000000001,0.5489999999999999,0.507,0.269,0.304,0.386,pattc001
158,2240,2007,Tony Pena,536,0.3879999999999999,0.738,0.584,0.5589999999999999,0.267,0.284,0.356,penat002
33,210,2007,Manny Ramirez,569,0.19,0.672,0.437,0.513,0.296,0.388,0.493,ramim002
80,2151,2007,Edwin Encarnacion,560,0.267,0.728,0.505,0.516,0.289,0.356,0.438,encae001
34,505,2007,Dmitri Young,508,0.287,0.7509999999999999,0.517,0.495,0.32,0.378,0.491,yound001
94,1491,2007,Ty Wigginton,604,0.2689999999999999,0.76,0.519,0.51,0.278,0.333,0.459,wiggt001
95,990,2007,Brian Giles,552,0.127,0.59,0.358,0.498,0.271,0.361,0.416,gileb002
91,802,2007,Jose Vidro,625,0.198,0.619,0.412,0.509,0.314,0.381,0.394,vidrj001
124,1322,2007,Shannon Stewart,630,0.206,0.639,0.446,0.555,0.29,0.345,0.394,stews002
138,24,2007,Bengie Molina,517,0.331,0.6920000000000001,0.523,0.531,0.276,0.298,0.433,molib001
67,607,2007,Raul Ibanez,636,0.223,0.669,0.4479999999999999,0.504,0.291,0.351,0.48,ibanr001
150,3811,2007,Ryan Theriot,597,0.191,0.574,0.3989999999999999,0.542,0.266,0.326,0.346,therr001
108,1213,2007,Aubrey Huff,603,0.263,0.634,0.451,0.507,0.28,0.337,0.442,huffa001
127,3882,2007,Chris Young,624,0.2239999999999999,0.602,0.42,0.518,0.237,0.295,0.467,younc004
128,1383,2007,Mark Loretta,511,0.209,0.635,0.4379999999999999,0.5379999999999999,0.287,0.352,0.372,lorem001
142,746,2007,A.J. Pierzynski,509,0.36,0.789,0.583,0.52,0.263,0.309,0.403,piera001
119,1887,2007,Jose Bautista,614,0.171,0.615,0.414,0.5489999999999999,0.254,0.339,0.414,bautj002
161,1429,2007,Nick Punto,536,0.192,0.581,0.401,0.539,0.21,0.291,0.271,puntn001
82,55,2007,Luis Gonzalez,526,0.204,0.66,0.427,0.49,0.278,0.359,0.433,gonzl001
79,529,2007,Kevin Millar,562,0.1939999999999999,0.66,0.434,0.516,0.254,0.365,0.42,millk005
152,454,2007,Juan Uribe,563,0.314,0.722,0.515,0.493,0.234,0.284,0.394,uribj002
49,6319,2007,Ryan Garko,541,0.272,0.655,0.4629999999999999,0.498,0.289,0.359,0.483,garkr001
114,1297,2007,Carlos Delgado,607,0.297,0.71,0.498,0.486,0.258,0.333,0.448,delgc001
134,4022,2007,Melky Cabrera,612,0.284,0.654,0.4679999999999999,0.497,0.273,0.327,0.391,cabrm002
155,565,2007,Julio Lugo,630,0.1969999999999999,0.607,0.41,0.521,0.237,0.294,0.349,lugoj001
139,2140,2007,Delmon Young,681,0.395,0.843,0.624,0.512,0.288,0.316,0.408,yound003
153,1311,2007,Felipe Lopez,671,0.198,0.56,0.387,0.522,0.245,0.308,0.352,lopef001
46,327,2007,Ken Griffey Jr.,623,0.206,0.6709999999999999,0.431,0.484,0.277,0.372,0.496,grifk002
151,4251,2007,Stephen Drew,619,0.211,0.6729999999999999,0.4429999999999999,0.501,0.238,0.313,0.37,drews001
156,3114,2007,Jose Lopez,561,0.305,0.6629999999999999,0.498,0.539,0.252,0.284,0.355,lopej003
160,993,2007,Jason Kendall,514,0.2019999999999999,0.596,0.429,0.5760000000000001,0.242,0.301,0.309,kendj001
154,549,2007,Craig Biggio,555,0.319,0.698,0.52,0.53,0.251,0.285,0.381,biggc001
129,1717,2007,Jason Bay,614,0.215,0.648,0.4429999999999999,0.527,0.247,0.327,0.418,bay-j001
92,911,2007,Jermaine Dye,561,0.2269999999999999,0.642,0.441,0.517,0.254,0.317,0.486,dye-j001
157,230,2007,Ray Durham,528,0.22,0.665,0.444,0.503,0.218,0.295,0.343,durhr001
