,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
89,12144,2020,Max Kepler,196,0.2739999999999999,0.688,0.4479999999999999,0.421,0.228,0.321,0.439,keplm001
105,17232,2020,Yoan Moncada,231,0.29,0.654,0.427,0.377,0.225,0.32,0.385,moncy001
29,19238,2020,Lourdes Gurriel Jr.,224,0.358,0.72,0.512,0.426,0.308,0.348,0.534,gurrl001
57,5827,2020,Wilmer Flores,213,0.33,0.6990000000000001,0.48,0.406,0.268,0.315,0.515,florw001
64,12434,2020,Kevin Pillar,223,0.411,0.664,0.519,0.427,0.288,0.336,0.462,pillk001
104,17128,2020,Ramon Laureano,222,0.27,0.584,0.402,0.421,0.213,0.338,0.366,laurr001
121,19470,2020,Tommy Edman,227,0.292,0.612,0.425,0.417,0.25,0.317,0.368,edmat001
33,9256,2020,A.J. Pollock,210,0.337,0.665,0.477,0.428,0.276,0.314,0.566,polla001
40,8623,2020,Donovan Solano,203,0.387,0.711,0.519,0.408,0.326,0.365,0.463,solad001
80,10243,2020,Randal Grichuk,231,0.373,0.727,0.518,0.411,0.273,0.312,0.481,gricr001
83,12155,2020,Eddie Rosario,231,0.427,0.69,0.517,0.3429999999999999,0.257,0.316,0.476,rosae001
81,2136,2020,David Peralta,218,0.306,0.6729999999999999,0.466,0.436,0.3,0.339,0.433,perad001
92,3473,2020,Anthony Rizzo,243,0.3329999999999999,0.569,0.424,0.384,0.222,0.342,0.414,rizza001
125,14128,2020,Joey Gallo,226,0.2269999999999999,0.698,0.436,0.444,0.181,0.301,0.378,gallj002
55,6012,2020,Didi Gregorius,237,0.371,0.745,0.53,0.426,0.284,0.339,0.488,gregd001
75,17350,2020,Rafael Devers,248,0.424,0.7509999999999999,0.546,0.374,0.263,0.31,0.483,dever001
69,13419,2020,Christian Walker,243,0.355,0.752,0.518,0.411,0.271,0.333,0.459,walkc002
98,12164,2020,Miguel Sano,205,0.31,0.737,0.473,0.381,0.204,0.278,0.478,sanom001
109,9368,2020,Evan Longoria,209,0.297,0.65,0.45,0.432,0.254,0.297,0.425,longe001
111,16512,2020,Isiah Kiner-Falefa,228,0.302,0.667,0.474,0.473,0.28,0.329,0.37,kinei001
127,15223,2020,Adam Frazier,230,0.275,0.71,0.4579999999999999,0.42,0.23,0.297,0.364,fraza001
53,10950,2020,Adam Duvall,209,0.351,0.679,0.49,0.425,0.237,0.301,0.532,duvaa001
65,14566,2020,Franmil Reyes,241,0.311,0.6970000000000001,0.46,0.387,0.275,0.344,0.45,reyef001
62,11477,2020,Christian Yelich,247,0.203,0.601,0.346,0.36,0.205,0.356,0.43,yelic001
71,14350,2020,Raimel Tapia,206,0.3229999999999999,0.7340000000000001,0.502,0.435,0.321,0.369,0.402,tapir001
108,9777,2020,Nolan Arenado,201,0.352,0.67,0.482,0.409,0.253,0.303,0.434,arenn001
91,15117,2020,Hunter Dozier,186,0.2739999999999999,0.659,0.419,0.377,0.228,0.344,0.392,dozih001
97,13185,2020,Orlando Arcia,189,0.286,0.71,0.465,0.423,0.26,0.317,0.416,arcio002
99,2396,2020,Carlos Santana,255,0.1889999999999999,0.626,0.362,0.395,0.199,0.349,0.35,santc002
66,16909,2020,Colin Moran,200,0.3879999999999999,0.685,0.497,0.368,0.247,0.325,0.472,morac001
102,14344,2020,Matt Olson,245,0.236,0.6920000000000001,0.425,0.415,0.195,0.31,0.424,olsom001
129,13152,2020,Jorge Polanco,226,0.276,0.653,0.436,0.425,0.258,0.304,0.354,polaj001
135,5497,2020,Marwin Gonzalez,199,0.3,0.613,0.428,0.409,0.211,0.286,0.32,gonzm002
103,13613,2020,Ketel Marte,195,0.3329999999999999,0.608,0.45,0.426,0.287,0.323,0.409,martk001
112,15487,2020,Victor Reyes,213,0.4379999999999999,0.6940000000000001,0.541,0.4,0.277,0.315,0.391,reyev001
126,5760,2020,Avisail Garcia,207,0.3879999999999999,0.787,0.546,0.395,0.238,0.333,0.326,garca003
140,12979,2020,Javier Baez,235,0.406,0.73,0.529,0.38,0.203,0.238,0.36,baezj001
67,7859,2020,Charlie Blackmon,247,0.337,0.7070000000000001,0.499,0.437,0.303,0.356,0.448,blacc001
56,4314,2020,Joey Votto,223,0.195,0.6,0.362,0.412,0.226,0.354,0.446,vottj001
118,20003,2020,Keston Hiura,246,0.35,0.721,0.501,0.406,0.212,0.297,0.41,hiurk001
122,11902,2020,Hanser Alberto,231,0.54,0.731,0.617,0.405,0.283,0.306,0.393,albeh001
86,11737,2020,Nick Castellanos,242,0.382,0.7490000000000001,0.518,0.371,0.225,0.298,0.486,castn001
68,16219,2020,J.D. Davis,229,0.263,0.696,0.449,0.429,0.247,0.371,0.389,davij006
94,1744,2020,Miguel Cabrera,231,0.3229999999999999,0.728,0.476,0.38,0.25,0.329,0.417,cabrm001
113,16478,2020,Kyle Schwarber,224,0.299,0.626,0.426,0.39,0.188,0.308,0.393,schwk001
63,19251,2020,Pete Alonso,239,0.3339999999999999,0.667,0.461,0.381,0.231,0.326,0.49,alonp001
60,14503,2020,Renato Nunez,216,0.424,0.67,0.521,0.3929999999999999,0.256,0.324,0.492,nuner001
72,19611,2020,Vladimir Guerrero Jr.,243,0.2739999999999999,0.774,0.479,0.409,0.262,0.329,0.462,guerv002
95,4962,2020,Asdrubal Cabrera,213,0.325,0.6659999999999999,0.4579999999999999,0.391,0.242,0.305,0.447,cabra002
100,13301,2020,Max Muncy,248,0.183,0.625,0.366,0.415,0.192,0.331,0.389,muncm001
110,15112,2020,Ryan McMahon,193,0.292,0.7020000000000001,0.469,0.43,0.215,0.295,0.419,mcmar001
106,10762,2020,Corey Dickerson,210,0.365,0.7440000000000001,0.5329999999999999,0.444,0.258,0.311,0.402,dickc002
119,14103,2020,Rio Ruiz,204,0.318,0.772,0.52,0.445,0.222,0.286,0.427,ruizr002
123,12533,2020,Marcus Semien,236,0.243,0.705,0.441,0.427,0.223,0.305,0.374,semim001
137,13369,2020,Erik Gonzalez,193,0.39,0.7440000000000001,0.534,0.407,0.227,0.255,0.359,gonze004
141,19339,2020,Nicky Lopez,192,0.281,0.66,0.442,0.425,0.201,0.286,0.266,lopen001
58,11342,2020,Jesus Aguilar,216,0.36,0.636,0.474,0.413,0.277,0.352,0.457,aguij001
138,20078,2020,Evan White,202,0.285,0.635,0.4379999999999999,0.44,0.176,0.252,0.346,white005
114,18360,2020,Austin Riley,206,0.371,0.7959999999999999,0.541,0.4,0.239,0.301,0.415,rilea001
131,19198,2020,Yuli Gurriel,230,0.3779999999999999,0.659,0.488,0.39,0.232,0.274,0.384,gurry001
133,19326,2020,Bryan Reynolds,208,0.313,0.7020000000000001,0.466,0.3929999999999999,0.189,0.275,0.357,reynb001
132,5417,2020,Jose Altuve,210,0.382,0.684,0.496,0.3779999999999999,0.219,0.286,0.344,altuj001
90,9847,2020,Andrew McCutchen,241,0.249,0.612,0.407,0.434,0.253,0.324,0.433,mccua001
134,18363,2020,Victor Robles,189,0.342,0.7070000000000001,0.492,0.411,0.22,0.293,0.315,roblv001
130,13145,2020,Josh Bell,223,0.305,0.7190000000000001,0.46,0.373,0.226,0.305,0.364,bellj005
124,19294,2020,Nick Solak,233,0.292,0.635,0.4379999999999999,0.426,0.268,0.326,0.344,solan001
139,6153,2020,Eduardo Escobar,222,0.369,0.722,0.513,0.408,0.212,0.27,0.335,escoe001
117,3892,2020,Josh Reddick,210,0.283,0.6990000000000001,0.4629999999999999,0.433,0.245,0.316,0.378,reddj001
128,6184,2020,J.D. Martinez,237,0.342,0.772,0.519,0.411,0.213,0.291,0.389,martj006
136,10071,2020,Jonathan Villar,207,0.368,0.741,0.513,0.389,0.232,0.301,0.292,villj001
