,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
11,19755,2022,Shohei Ohtani,666,0.32,0.745,0.493,0.405,0.273,0.356,0.519,ohtas001
15,19251,2022,Pete Alonso,685,0.36,0.742,0.499,0.362,0.271,0.352,0.518,alonp001
22,15676,2022,Jose Abreu,679,0.337,0.665,0.473,0.417,0.304,0.378,0.446,abrej003
14,16578,2022,Yandy Diaz,558,0.231,0.657,0.413,0.427,0.296,0.401,0.423,diazy001
91,27506,2022,Ha-seong Kim,582,0.275,0.623,0.431,0.4479999999999999,0.251,0.325,0.383,kim-h002
52,17919,2022,Ian Happ,641,0.307,0.746,0.49,0.415,0.271,0.342,0.44,happi001
71,19287,2022,Adolis Garcia,657,0.4029999999999999,0.755,0.535,0.376,0.25,0.3,0.456,garca005
87,17929,2022,Cedric Mullins II,672,0.342,0.718,0.507,0.4379999999999999,0.258,0.318,0.403,mullc002
100,8709,2022,Elvis Andrus,577,0.3279999999999999,0.631,0.4539999999999999,0.417,0.249,0.303,0.404,andre001
102,21636,2022,Jeremy Pena,558,0.41,0.7659999999999999,0.547,0.385,0.253,0.289,0.426,penaj004
44,14344,2022,Matt Olson,699,0.3279999999999999,0.754,0.495,0.392,0.24,0.325,0.477,olsom001
33,18568,2022,Luis Arraez,603,0.286,0.631,0.427,0.411,0.316,0.375,0.42,arral001
32,11615,2022,Brandon Drury,568,0.324,0.648,0.4589999999999999,0.416,0.263,0.32,0.492,drurb001
69,15112,2022,Ryan McMahon,597,0.285,0.662,0.452,0.442,0.246,0.327,0.414,mcmar001
63,9874,2022,DJ LeMahieu,541,0.276,0.547,0.3939999999999999,0.436,0.261,0.357,0.377,lemad001
24,9241,2022,Starling Marte,505,0.36,0.685,0.494,0.411,0.292,0.347,0.468,marts002
64,16997,2022,Gleyber Torres,572,0.315,0.7490000000000001,0.494,0.413,0.257,0.31,0.451,torrg001
114,18577,2022,Ke'Bryan Hayes,560,0.3,0.635,0.433,0.396,0.244,0.314,0.345,hayek001
124,17273,2022,Jorge Mateo,533,0.3939999999999999,0.728,0.531,0.409,0.221,0.267,0.379,matej003
12,19566,2022,Nathaniel Lowe,645,0.349,0.75,0.522,0.431,0.302,0.358,0.492,lowen001
30,19611,2022,Vladimir Guerrero Jr.,706,0.342,0.737,0.497,0.3929999999999999,0.274,0.339,0.48,guerv002
34,19326,2022,Bryan Reynolds,614,0.356,0.745,0.504,0.38,0.262,0.345,0.461,reynb001
49,17901,2022,Andrew Benintendi,521,0.2789999999999999,0.7490000000000001,0.481,0.431,0.304,0.373,0.399,benia002
81,16426,2022,Thairo Estrada,541,0.355,0.687,0.487,0.3979999999999999,0.26,0.322,0.4,estrt001
25,16478,2022,Kyle Schwarber,669,0.25,0.621,0.4029999999999999,0.413,0.218,0.323,0.504,schwk001
56,19290,2022,Randy Arozarena,645,0.3339999999999999,0.6559999999999999,0.46,0.39,0.263,0.327,0.445,arozr001
46,11445,2022,Mark Canha,542,0.2769999999999999,0.633,0.428,0.424,0.266,0.367,0.403,canhm001
68,19734,2022,Josh Rojas,510,0.225,0.6509999999999999,0.408,0.43,0.269,0.349,0.391,rojaj001
97,15518,2022,Amed Rosario,670,0.425,0.684,0.531,0.41,0.283,0.312,0.403,rosaa003
55,14551,2022,Anthony Santander,647,0.35,0.6829999999999999,0.477,0.382,0.24,0.318,0.455,santa003
75,10815,2022,Jurickson Profar,658,0.27,0.655,0.433,0.423,0.243,0.331,0.391,profj001
28,3473,2022,Anthony Rizzo,548,0.321,0.6559999999999999,0.46,0.413,0.224,0.338,0.48,rizza001
36,13066,2022,Teoscar Hernandez,535,0.336,0.716,0.489,0.4029999999999999,0.267,0.316,0.491,hernt002
40,15464,2022,Hunter Renfroe,522,0.344,0.6759999999999999,0.477,0.401,0.255,0.315,0.492,renfh001
48,5235,2022,Justin Turner,532,0.313,0.725,0.483,0.413,0.278,0.35,0.438,turnj001
59,10681,2022,Gio Urshela,551,0.397,0.72,0.531,0.416,0.285,0.338,0.429,urshg001
79,13301,2022,Max Muncy,565,0.212,0.617,0.384,0.425,0.196,0.329,0.384,muncm001
42,16472,2022,Rhys Hoskins,672,0.259,0.639,0.418,0.42,0.246,0.332,0.462,hoskr001
54,17982,2022,Ty France,613,0.358,0.785,0.524,0.389,0.274,0.338,0.436,frant002
98,25764,2022,Bobby Witt Jr.,632,0.373,0.731,0.519,0.407,0.254,0.294,0.428,wittb002
107,14854,2022,Mike Yastrzemski,558,0.254,0.64,0.422,0.436,0.214,0.305,0.392,yastm001
57,18401,2022,Ronald Acuna Jr.,533,0.285,0.762,0.479,0.406,0.266,0.351,0.413,acunr001
65,11477,2022,Christian Yelich,671,0.262,0.682,0.431,0.4039999999999999,0.252,0.355,0.383,yelic001
96,6153,2022,Eduardo Escobar,542,0.381,0.747,0.524,0.39,0.24,0.295,0.43,escoe001
125,18564,2022,Trent Grisham,524,0.23,0.581,0.38,0.427,0.184,0.284,0.341,grist001
128,17620,2022,Myles Straw,596,0.2339999999999999,0.6,0.4039999999999999,0.4639999999999999,0.221,0.291,0.273,stram002
45,13145,2022,Josh Bell,647,0.291,0.701,0.4529999999999999,0.3939999999999999,0.266,0.362,0.422,bellj005
108,15491,2022,J.P. Crawford,603,0.243,0.63,0.41,0.432,0.243,0.339,0.336,crawj002
117,12979,2022,Javier Baez,590,0.487,0.691,0.5579999999999999,0.349,0.238,0.278,0.393,baezj001
72,18171,2022,Seth Brown,555,0.3289999999999999,0.7070000000000001,0.481,0.4039999999999999,0.23,0.305,0.444,brows003
122,15998,2022,Cody Bellinger,550,0.345,0.705,0.499,0.427,0.21,0.265,0.389,bellc002
86,18373,2022,Ryan Mountcastle,609,0.41,0.815,0.563,0.377,0.25,0.305,0.423,mounr001
89,19363,2022,Austin Hays,582,0.397,0.68,0.509,0.396,0.25,0.306,0.413,haysa001
111,5038,2022,Josh Donaldson,546,0.327,0.691,0.473,0.401,0.222,0.308,0.374,donaj001
74,17907,2022,Brendan Rodgers,581,0.314,0.74,0.494,0.423,0.266,0.325,0.408,rodgb002
90,19858,2022,Luis Rengifo,511,0.3989999999999999,0.7859999999999999,0.557,0.409,0.264,0.294,0.429,rengl001
93,5827,2022,Wilmer Flores,602,0.307,0.6809999999999999,0.456,0.3989999999999999,0.229,0.316,0.394,florw001
83,13613,2022,Ketel Marte,558,0.307,0.685,0.46,0.405,0.24,0.321,0.407,martk001
101,21618,2022,Alec Bohm,631,0.354,0.738,0.512,0.411,0.28,0.315,0.398,bohma001
104,14813,2022,Kyle Farmer,583,0.3879999999999999,0.6629999999999999,0.502,0.414,0.255,0.315,0.386,farmk001
115,11281,2022,Whit Merrifield,550,0.35,0.715,0.506,0.426,0.25,0.298,0.375,merrw001
120,16512,2022,Isiah Kiner-Falefa,531,0.331,0.596,0.447,0.436,0.261,0.314,0.327,kinei001
119,14894,2022,Tony Kemp,558,0.33,0.682,0.484,0.4379999999999999,0.235,0.307,0.334,kempt001
129,11265,2022,Jonathan Schoop,510,0.408,0.769,0.555,0.408,0.202,0.239,0.322,schoj001
58,12546,2022,C.J. Cron,632,0.358,0.644,0.477,0.416,0.257,0.315,0.468,cronc002
77,17027,2022,Alex Verdugo,644,0.29,0.649,0.452,0.452,0.28,0.328,0.405,verda001
85,13602,2022,Patrick Wisdom,534,0.301,0.7340000000000001,0.48,0.414,0.207,0.298,0.426,wisdp001
106,16939,2022,Lane Thomas,548,0.295,0.633,0.441,0.43,0.241,0.301,0.404,thoml002
126,15223,2022,Adam Frazier,602,0.327,0.7,0.486,0.425,0.238,0.301,0.311,fraza001
47,6184,2022,J.D. Martinez,596,0.349,0.7809999999999999,0.519,0.3939999999999999,0.274,0.341,0.448,martj006
94,15149,2022,Trey Mancini,587,0.3339999999999999,0.6940000000000001,0.481,0.408,0.239,0.319,0.391,manct001
105,2396,2022,Carlos Santana,506,0.257,0.6659999999999999,0.426,0.413,0.202,0.316,0.376,santc002
127,7802,2022,Miguel Rojas,507,0.345,0.6679999999999999,0.476,0.407,0.236,0.283,0.323,rojam002
66,15679,2022,Rowdy Tellez,599,0.31,0.605,0.433,0.416,0.219,0.306,0.461,tellr001
110,2967,2022,Tommy Pham,622,0.255,0.628,0.42,0.441,0.236,0.312,0.374,phamt001
123,10556,2022,Cesar Hernandez,617,0.293,0.7070000000000001,0.466,0.418,0.248,0.311,0.318,hernc005
92,13590,2022,Jesse Winker,547,0.223,0.72,0.433,0.422,0.219,0.344,0.344,winkj002
113,9256,2022,A.J. Pollock,527,0.379,0.7609999999999999,0.536,0.412,0.245,0.292,0.389,polla001
95,14811,2022,Luke Voit,568,0.344,0.807,0.52,0.38,0.226,0.308,0.402,voitl001
103,9847,2022,Andrew McCutchen,580,0.249,0.716,0.449,0.429,0.237,0.316,0.384,mccua001
84,7859,2022,Charlie Blackmon,577,0.359,0.718,0.514,0.432,0.264,0.314,0.419,blacc001
88,10243,2022,Randal Grichuk,538,0.369,0.715,0.506,0.396,0.259,0.299,0.425,gricr001
99,22197,2022,MJ Melendez,534,0.278,0.687,0.446,0.411,0.217,0.313,0.393,melem001
67,26197,2022,Andrew Vaughn,555,0.355,0.632,0.47,0.416,0.271,0.321,0.429,vauga001
112,10324,2022,Marcell Ozuna,507,0.361,0.6990000000000001,0.494,0.3929999999999999,0.226,0.274,0.413,ozunm001
118,11342,2022,Jesus Aguilar,507,0.389,0.6579999999999999,0.492,0.384,0.235,0.281,0.379,aguij001
109,11737,2022,Nick Castellanos,558,0.436,0.779,0.57,0.392,0.263,0.305,0.389,castn001
116,2434,2022,Nelson Cruz,507,0.352,0.748,0.507,0.391,0.234,0.313,0.337,cruzn002
121,19198,2022,Yuli Gurriel,584,0.379,0.653,0.486,0.392,0.242,0.288,0.36,gurry001
