,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
105,7007,2009,Yadier Molina,544,0.225,0.7559999999999999,0.501,0.519,0.293,0.366,0.383,moliy001
9,3410,2009,Ryan Braun,708,0.286,0.639,0.46,0.492,0.32,0.386,0.551,braur002
19,1152,2009,J.D. Drew,539,0.152,0.612,0.373,0.48,0.279,0.392,0.522,drewj001
28,5222,2009,Justin Upton,588,0.239,0.6890000000000001,0.449,0.467,0.3,0.366,0.532,uptoj001
56,5631,2009,Matt Kemp,667,0.281,0.68,0.475,0.486,0.297,0.352,0.49,kempm001
103,4885,2009,Nyjer Morgan,533,0.27,0.602,0.4379999999999999,0.508,0.307,0.369,0.388,morgn001
35,1327,2009,Jayson Werth,676,0.211,0.5820000000000001,0.391,0.484,0.268,0.373,0.506,wertj001
60,8370,2009,Dustin Pedroia,714,0.215,0.57,0.39,0.493,0.296,0.371,0.447,pedrd001
112,6387,2009,Michael Bourn,678,0.201,0.605,0.4,0.493,0.285,0.354,0.384,bourm001
3,4314,2009,Joey Votto,544,0.243,0.74,0.469,0.4539999999999999,0.322,0.414,0.567,vottj001
16,1717,2009,Jason Bay,638,0.1969999999999999,0.631,0.402,0.473,0.267,0.384,0.537,bay-j001
81,6195,2009,Ian Kinsler,640,0.225,0.708,0.456,0.479,0.253,0.327,0.488,kinsi001
66,719,2009,Casey Blake,565,0.2189999999999999,0.574,0.3939999999999999,0.492,0.28,0.363,0.468,blakc001
21,2154,2009,Ryan Howard,703,0.27,0.755,0.487,0.4479999999999999,0.279,0.36,0.571,howar001
76,1555,2009,Marco Scutaro,680,0.121,0.555,0.342,0.509,0.282,0.379,0.409,scutm001
12,1274,2009,Alex Rodriguez,535,0.208,0.674,0.423,0.461,0.286,0.402,0.532,rodra001
57,970,2009,Scott Rolen,535,0.221,0.696,0.456,0.495,0.305,0.368,0.455,roles001
61,8347,2009,Denard Span,676,0.178,0.595,0.3929999999999999,0.516,0.311,0.392,0.415,spand001
87,1070,2009,Mike Cameron,628,0.17,0.628,0.4029999999999999,0.508,0.25,0.342,0.452,camem001
67,6104,2009,Aaron Hill,734,0.261,0.742,0.508,0.513,0.286,0.33,0.499,hilla001
58,4191,2009,Yunel Escobar,604,0.207,0.6809999999999999,0.447,0.506,0.299,0.377,0.436,escoy001
41,731,2009,Torii Hunter,506,0.264,0.6829999999999999,0.457,0.46,0.299,0.366,0.508,huntt001
98,4082,2009,Erick Aybar,556,0.36,0.618,0.484,0.481,0.312,0.353,0.423,aybae001
110,6352,2009,Ryan Sweeney,534,0.241,0.631,0.431,0.487,0.293,0.348,0.407,sweer001
25,8610,2009,Kendrys Morales,622,0.315,0.64,0.456,0.433,0.306,0.355,0.569,morak001
43,3269,2009,Robinson Cano,674,0.31,0.726,0.513,0.487,0.32,0.352,0.52,canor001
45,185,2009,Johnny Damon,626,0.23,0.629,0.423,0.485,0.282,0.365,0.489,damoj001
63,1311,2009,Felipe Lopez,680,0.209,0.633,0.417,0.489,0.31,0.383,0.427,lopef001
92,1825,2009,David DeJesus,627,0.198,0.601,0.395,0.488,0.281,0.347,0.434,dejed001
79,166,2009,Brian Roberts,717,0.195,0.662,0.425,0.493,0.283,0.356,0.451,robeb003
14,8027,2009,Adam Lind,654,0.244,0.647,0.434,0.472,0.305,0.37,0.562,linda001
34,607,2009,Raul Ibanez,565,0.243,0.632,0.427,0.473,0.272,0.347,0.552,ibanr001
78,1677,2009,Shane Victorino,694,0.276,0.596,0.432,0.487,0.292,0.358,0.445,victs001
32,7619,2009,Mark Reynolds,662,0.265,0.7240000000000001,0.473,0.4539999999999999,0.26,0.349,0.543,reynm001
46,1737,2009,Justin Morneau,590,0.292,0.725,0.487,0.45,0.274,0.363,0.516,mornj001
131,8709,2009,Elvis Andrus,541,0.196,0.5920000000000001,0.396,0.506,0.267,0.329,0.373,andre001
52,3787,2009,David Wright,618,0.217,0.669,0.432,0.475,0.307,0.39,0.447,wrigd002
72,8252,2009,Hunter Pence,647,0.261,0.71,0.477,0.48,0.282,0.346,0.472,pench001
84,3190,2009,Nate McLouth,591,0.212,0.607,0.401,0.479,0.256,0.352,0.436,mclon001
138,4616,2009,Russell Martin,588,0.195,0.619,0.401,0.487,0.25,0.352,0.329,martr004
40,4599,2009,Nick Swisher,607,0.175,0.57,0.355,0.457,0.249,0.371,0.498,swisn001
53,2434,2009,Nelson Cruz,515,0.2739999999999999,0.735,0.485,0.457,0.26,0.332,0.524,cruzn002
80,4962,2009,Asdrubal Cabrera,581,0.239,0.6709999999999999,0.465,0.522,0.308,0.361,0.438,cabra002
100,4747,2009,Curtis Granderson,710,0.205,0.654,0.422,0.485,0.249,0.327,0.453,granc001
128,88,2009,Rafael Furcal,680,0.208,0.626,0.412,0.489,0.269,0.335,0.375,furcr001
122,1176,2009,Placido Polanco,676,0.236,0.623,0.436,0.516,0.285,0.331,0.396,polap001
38,934,2009,Carlos Pena,570,0.23,0.7340000000000001,0.4589999999999999,0.4539999999999999,0.227,0.356,0.537,penac001
97,1307,2009,Orlando Hudson,631,0.203,0.636,0.416,0.492,0.283,0.357,0.417,hudso001
50,370,2009,Russell Branyan,505,0.26,0.7709999999999999,0.486,0.442,0.251,0.347,0.52,branr001
42,393,2009,Victor Martinez,672,0.206,0.598,0.389,0.467,0.303,0.381,0.48,martv001
44,6878,2009,Chris Coghlan,565,0.2189999999999999,0.603,0.409,0.494,0.321,0.39,0.46,coghc001
55,945,2009,Bobby Abreu,667,0.158,0.529,0.3279999999999999,0.4579999999999999,0.293,0.39,0.435,abreb001
106,791,2009,Brandon Phillips,644,0.303,0.742,0.516,0.484,0.276,0.329,0.447,philb001
136,9893,2009,Colby Rasmus,520,0.252,0.7340000000000001,0.496,0.506,0.251,0.307,0.407,rasmc001
23,548,2009,Lance Berkman,563,0.1939999999999999,0.6809999999999999,0.413,0.449,0.274,0.399,0.509,berkl001
20,432,2009,Todd Helton,645,0.188,0.67,0.414,0.4679999999999999,0.325,0.416,0.489,heltt001
26,1286,2009,Michael Young,593,0.255,0.687,0.466,0.488,0.322,0.374,0.518,younm003
73,3442,2009,Dan Uggla,668,0.186,0.6409999999999999,0.401,0.471,0.243,0.354,0.459,uggld001
82,843,2009,Juan Rivera,572,0.259,0.688,0.4639999999999999,0.478,0.287,0.332,0.478,rivej001
49,1534,2009,Michael Cuddyer,650,0.282,0.64,0.455,0.483,0.276,0.342,0.52,cuddm001
64,3312,2009,Martin Prado,503,0.213,0.579,0.406,0.527,0.307,0.358,0.464,pradm001
134,971,2009,Jimmy Rollins,725,0.225,0.6459999999999999,0.435,0.498,0.25,0.296,0.423,rollj001
33,1659,2009,Hideki Matsui,528,0.203,0.631,0.395,0.4479999999999999,0.274,0.367,0.509,matsh001
75,3263,2009,Kosuke Fukudome,603,0.176,0.595,0.369,0.462,0.259,0.375,0.421,fukuk001
119,254,2009,Aaron Rowand,546,0.316,0.708,0.509,0.494,0.261,0.319,0.419,rowaa001
27,2161,2009,Jason Kubel,578,0.236,0.6729999999999999,0.441,0.4679999999999999,0.3,0.369,0.539,kubej002
74,97,2009,Chipper Jones,596,0.156,0.73,0.415,0.452,0.264,0.388,0.43,jonec004
104,1260,2009,Ryan Ludwick,542,0.276,0.733,0.495,0.479,0.265,0.329,0.447,ludwr001
141,5015,2009,Melvin Upton Jr.,626,0.192,0.65,0.428,0.514,0.241,0.313,0.373,uptob001
47,6265,2009,Andre Ethier,685,0.253,0.674,0.452,0.472,0.272,0.361,0.508,ethia001
83,5930,2009,Nick Markakis,711,0.23,0.61,0.415,0.486,0.293,0.347,0.453,markn001
115,746,2009,A.J. Pierzynski,535,0.3829999999999999,0.787,0.5760000000000001,0.478,0.3,0.331,0.425,piera001
118,6444,2009,Andy LaRoche,590,0.248,0.603,0.422,0.49,0.258,0.33,0.401,laroa002
125,3811,2009,Ryan Theriot,677,0.2189999999999999,0.659,0.444,0.512,0.284,0.343,0.369,therr001
62,1904,2009,Adam LaRoche,629,0.236,0.674,0.432,0.447,0.277,0.355,0.488,laroa001
88,2197,2009,Grady Sizemore,503,0.182,0.674,0.425,0.495,0.248,0.343,0.445,sizeg001
99,4727,2009,Jacoby Ellsbury,693,0.24,0.5760000000000001,0.408,0.501,0.301,0.355,0.415,ellsj001
121,4251,2009,Stephen Drew,595,0.221,0.684,0.446,0.486,0.261,0.32,0.428,drews001
127,5133,2009,Alexei Ramirez,606,0.322,0.693,0.503,0.488,0.277,0.333,0.389,ramia003
133,5995,2009,Kevin Kouzmanoff,573,0.309,0.767,0.524,0.469,0.255,0.302,0.42,kouzk001
101,1095,2009,Scott Podsednik,587,0.2269999999999999,0.5479999999999999,0.3879999999999999,0.499,0.304,0.353,0.412,podss001
126,470,2009,Brandon Inge,637,0.244,0.63,0.428,0.477,0.23,0.314,0.406,ingeb001
77,3336,2009,Alberto Callaspo,634,0.248,0.7170000000000001,0.469,0.471,0.3,0.356,0.457,calla001
123,8259,2009,Kurt Suzuki,614,0.257,0.67,0.473,0.523,0.274,0.313,0.421,suzuk001
48,7399,2009,Billy Butler,672,0.25,0.632,0.429,0.469,0.301,0.362,0.492,butlb003
54,242,2009,Paul Konerko,621,0.22,0.638,0.422,0.483,0.277,0.353,0.489,konep001
89,941,2009,Miguel Tejada,674,0.318,0.72,0.522,0.508,0.313,0.34,0.455,tejam001
116,3114,2009,Jose Lopez,653,0.354,0.7440000000000001,0.551,0.506,0.272,0.303,0.463,lopej003
114,1392,2009,Mark DeRosa,576,0.237,0.654,0.44,0.487,0.25,0.319,0.433,derom001
147,1235,2009,Randy Winn,597,0.264,0.7170000000000001,0.482,0.481,0.262,0.318,0.353,winnr001
96,1760,2009,Cody Ross,604,0.2789999999999999,0.667,0.467,0.485,0.27,0.321,0.469,rossc001
129,1830,2009,Clint Barmes,604,0.3289999999999999,0.677,0.51,0.522,0.245,0.294,0.44,barmc001
39,828,2009,Nick Johnson,574,0.14,0.556,0.344,0.491,0.291,0.426,0.405,johnn001
90,6368,2009,Adam Jones,519,0.347,0.733,0.5329999999999999,0.481,0.277,0.335,0.457,jonea003
108,19,2009,Adam Kennedy,587,0.241,0.6679999999999999,0.4589999999999999,0.51,0.289,0.348,0.41,kenna001
102,3704,2009,Skip Schumaker,586,0.2689999999999999,0.645,0.452,0.488,0.303,0.364,0.393,schus001
113,4022,2009,Melky Cabrera,540,0.249,0.635,0.427,0.462,0.274,0.336,0.416,cabrm002
109,513,2009,Luis Castillo,580,0.12,0.491,0.31,0.512,0.302,0.387,0.346,castl001
71,3469,2009,Luke Scott,506,0.2319999999999999,0.713,0.4529999999999999,0.46,0.258,0.34,0.488,scotl001
86,950,2009,Marlon Byrd,599,0.286,0.741,0.512,0.496,0.283,0.329,0.479,byrdm001
144,1112,2009,Pedro Feliz,625,0.29,0.629,0.467,0.522,0.266,0.308,0.386,felip001
24,1885,2009,Brad Hawpe,588,0.222,0.7340000000000001,0.466,0.476,0.285,0.384,0.519,hawpb001
111,4556,2009,James Loney,652,0.23,0.617,0.411,0.466,0.281,0.357,0.399,lonej001
15,319,2009,Adam Dunn,668,0.191,0.655,0.402,0.4529999999999999,0.267,0.398,0.529,dunna001
117,4720,2009,Chase Headley,612,0.21,0.7,0.451,0.493,0.262,0.342,0.392,headc001
70,248,2009,Magglio Ordonez,518,0.206,0.753,0.471,0.484,0.31,0.376,0.428,ordom001
91,2521,2009,Jorge Cantu,643,0.271,0.6629999999999999,0.456,0.472,0.289,0.345,0.443,cantj001
124,4316,2009,Daniel Murphy,556,0.286,0.669,0.469,0.477,0.266,0.313,0.427,murpd006
137,766,2009,Orlando Cabrera,708,0.271,0.6559999999999999,0.473,0.525,0.284,0.316,0.389,cabro001
143,728,2009,Cristian Guzman,555,0.297,0.6579999999999999,0.477,0.499,0.284,0.306,0.39,guzmc001
69,243,2009,Carlos Lee,662,0.242,0.6970000000000001,0.465,0.49,0.3,0.343,0.489,lee-c001
94,1564,2009,Jack Cust,612,0.172,0.6779999999999999,0.406,0.462,0.24,0.356,0.417,custj001
93,4062,2009,Dexter Fowler,518,0.192,0.644,0.413,0.488,0.266,0.363,0.406,fowld001
140,1738,2009,Jhonny Peralta,645,0.261,0.6940000000000001,0.4679999999999999,0.478,0.254,0.316,0.375,peraj001
149,1854,2009,Kaz Matsui,533,0.284,0.65,0.461,0.483,0.25,0.302,0.357,matsk001
148,10,2009,David Eckstein,568,0.243,0.555,0.414,0.5479999999999999,0.26,0.323,0.334,ecksd001
139,24,2009,Bengie Molina,520,0.423,0.7709999999999999,0.583,0.462,0.265,0.285,0.442,molib001
150,993,2009,Jason Kendall,526,0.215,0.603,0.423,0.536,0.241,0.331,0.305,kendj001
95,745,2009,David Ortiz,627,0.217,0.727,0.451,0.4589999999999999,0.238,0.332,0.462,ortid001
130,4792,2009,Jeff Francoeur,632,0.353,0.8140000000000001,0.578,0.489,0.28,0.309,0.423,franj004
146,2090,2009,Alex Rios,633,0.258,0.647,0.449,0.489,0.247,0.296,0.395,riosa002
132,847,2009,Alfonso Soriano,522,0.363,0.721,0.522,0.444,0.241,0.303,0.423,soria001
135,1326,2009,Vernon Wells,684,0.246,0.7020000000000001,0.4639999999999999,0.478,0.26,0.311,0.4,wellv001
151,1178,2009,Edgar Renteria,510,0.245,0.667,0.451,0.488,0.25,0.307,0.328,rente001
120,4511,2009,Mark Teahen,571,0.32,0.705,0.505,0.482,0.271,0.325,0.408,teahm001
152,4054,2009,Emilio Bonifacio,509,0.291,0.6629999999999999,0.471,0.483,0.252,0.303,0.308,bonie001
85,911,2009,Jermaine Dye,574,0.239,0.634,0.429,0.481,0.25,0.34,0.453,dye-j001
142,2,2009,Garret Anderson,534,0.3229999999999999,0.644,0.479,0.485,0.268,0.303,0.401,andeg001
145,1213,2009,Aubrey Huff,597,0.266,0.638,0.432,0.446,0.241,0.31,0.384,huffa001
153,8585,2009,Yuniesky Betancourt,508,0.312,0.65,0.486,0.514,0.245,0.274,0.351,betay001
