,IDfg,Season,Name,PA,OBP,O-Swing%,Z-Swing%,Swing%,Zone%,IDrs
62,19326,2023,Bryan Reynolds,640,0.33,0.302,0.7509999999999999,0.474,0.3829999999999999,reynb001
90,13185,2023,Orlando Arcia,533,0.321,0.288,0.688,0.461,0.434,arcio002
95,18900,2023,Leody Taveras,554,0.312,0.3229999999999999,0.716,0.491,0.427,tavel001
114,19470,2023,Tommy Edman,528,0.307,0.311,0.636,0.456,0.444,edmat001
71,19363,2023,Austin Hays,566,0.325,0.336,0.653,0.465,0.407,haysa001
91,16219,2023,J.D. Davis,546,0.325,0.303,0.828,0.53,0.431,davij006
92,12856,2023,George Springer,683,0.327,0.275,0.7609999999999999,0.492,0.447,sprig001
25,26323,2023,Spencer Steer,665,0.356,0.2769999999999999,0.6509999999999999,0.4379999999999999,0.432,stees001
39,18126,2023,LaMonte Wade Jr.,519,0.373,0.207,0.652,0.39,0.412,wadel001
58,19566,2023,Nathaniel Lowe,724,0.36,0.26,0.6859999999999999,0.4379999999999999,0.419,lowen001
72,19238,2023,Lourdes Gurriel Jr.,592,0.309,0.3339999999999999,0.7,0.49,0.426,gurrl001
113,25768,2023,CJ Abrams,614,0.3,0.386,0.723,0.53,0.429,abrac001
126,19918,2023,Daulton Varsho,581,0.285,0.324,0.711,0.494,0.439,varsd001
37,19627,2023,Brent Rooker,526,0.329,0.32,0.664,0.461,0.411,rookb001
88,17027,2023,Alex Verdugo,602,0.324,0.252,0.586,0.408,0.465,verda001
17,14221,2023,Jorge Soler,580,0.341,0.292,0.687,0.442,0.3779999999999999,solej001
122,22715,2023,Maikel Garcia,515,0.323,0.244,0.657,0.429,0.447,garcm003
127,27647,2023,Anthony Volpe,601,0.283,0.32,0.685,0.476,0.427,volpa001
93,13066,2023,Teoscar Hernandez,678,0.305,0.385,0.7490000000000001,0.537,0.416,hernt002
83,2396,2023,Carlos Santana,619,0.318,0.2739999999999999,0.7020000000000001,0.4529999999999999,0.419,santc002
121,18564,2023,Trent Grisham,555,0.315,0.243,0.617,0.41,0.447,grist001
68,11445,2023,Mark Canha,507,0.355,0.267,0.611,0.415,0.432,canhm001
123,24064,2023,Ezequiel Tovar,615,0.287,0.4539999999999999,0.81,0.593,0.392,tovae001
82,11739,2023,J.T. Realmuto,540,0.31,0.341,0.72,0.503,0.428,realj001
117,11281,2023,Whit Merrifield,592,0.318,0.364,0.7020000000000001,0.509,0.431,merrw001
34,16478,2023,Kyle Schwarber,720,0.343,0.241,0.573,0.376,0.4039999999999999,schwk001
78,27465,2023,Spencer Torkelson,684,0.313,0.2769999999999999,0.7020000000000001,0.4629999999999999,0.437,torks001
86,12155,2023,Eddie Rosario,516,0.305,0.4589999999999999,0.743,0.5710000000000001,0.395,rosae001
45,5235,2023,Justin Turner,626,0.345,0.296,0.6509999999999999,0.45,0.434,turnj001
79,15112,2023,Ryan McMahon,627,0.322,0.301,0.69,0.472,0.441,mcmar001
75,21523,2023,Jonathan India,529,0.338,0.222,0.596,0.386,0.437,indij001
97,21558,2023,Matt Vierling,530,0.329,0.306,0.613,0.442,0.441,vierm001
128,19392,2023,Zach McKinstry,518,0.302,0.306,0.691,0.47,0.428,mckiz001
73,21618,2023,Alec Bohm,611,0.327,0.3429999999999999,0.701,0.499,0.435,bohma001
98,9874,2023,DJ LeMahieu,562,0.327,0.259,0.5589999999999999,0.392,0.442,lemad001
110,14162,2023,Carlos Correa,580,0.312,0.301,0.638,0.436,0.402,corrc001
59,19611,2023,Vladimir Guerrero Jr.,682,0.345,0.325,0.768,0.506,0.408,guerv002
63,11737,2023,Nick Castellanos,671,0.311,0.428,0.777,0.562,0.385,castn001
119,18036,2023,Jake Cronenworth,522,0.312,0.31,0.6729999999999999,0.473,0.45,cronj001
131,12979,2023,Javier Baez,547,0.267,0.46,0.693,0.547,0.374,baezj001
61,31837,2023,Masataka Yoshida,580,0.338,0.293,0.599,0.433,0.4579999999999999,yoshm002
111,15464,2023,Hunter Renfroe,548,0.297,0.364,0.726,0.509,0.401,renfh001
96,17982,2023,Ty France,665,0.337,0.379,0.747,0.532,0.415,frant002
85,13145,2023,Josh Bell,617,0.325,0.311,0.735,0.476,0.389,bellj005
130,17620,2023,Myles Straw,518,0.301,0.271,0.62,0.4379999999999999,0.478,stram002
89,26197,2023,Andrew Vaughn,615,0.314,0.349,0.6659999999999999,0.475,0.396,vauga001
109,19600,2023,Bryan De La Cruz,626,0.304,0.358,0.72,0.5,0.3929999999999999,delab001
124,15518,2023,Amed Rosario,545,0.305,0.429,0.6990000000000001,0.534,0.39,rosaa003
112,15653,2023,Dominic Smith,586,0.326,0.3389999999999999,0.6970000000000001,0.49,0.422,smitd008
100,11680,2023,Elias Diaz,526,0.316,0.3979999999999999,0.7829999999999999,0.5479999999999999,0.392,diaze005
105,19610,2023,Keibert Ruiz,562,0.308,0.395,0.67,0.511,0.422,ruizk001
106,22197,2023,MJ Melendez,602,0.316,0.298,0.7240000000000001,0.478,0.423,melem001
120,17901,2023,Andrew Benintendi,621,0.326,0.318,0.7090000000000001,0.488,0.436,benia002
99,14366,2023,Joey Meneses,657,0.321,0.3429999999999999,0.6709999999999999,0.476,0.407,menej001
118,7304,2023,Salvador Perez,580,0.292,0.495,0.775,0.601,0.3779999999999999,peres002
132,15172,2023,Tim Anderson,524,0.286,0.386,0.726,0.535,0.4379999999999999,andet001
125,15676,2023,Jose Abreu,594,0.296,0.389,0.6629999999999999,0.502,0.411,abrej003
115,17988,2023,Tyler Stephenson,517,0.317,0.275,0.633,0.426,0.421,stept001
129,10472,2023,Enrique Hernandez,508,0.289,0.307,0.6859999999999999,0.467,0.422,herne001
116,10815,2023,Jurickson Profar,521,0.321,0.2769999999999999,0.7240000000000001,0.471,0.434,profj001
