,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
59,8203,2015,Dee Strange-Gordon,653,0.375,0.65,0.504,0.47,0.333,0.359,0.418,gordd002
4,1744,2015,Miguel Cabrera,511,0.295,0.705,0.4629999999999999,0.411,0.338,0.44,0.534,cabrm001
55,12161,2015,Xander Bogaerts,654,0.356,0.64,0.491,0.473,0.32,0.355,0.421,bogax001
7,2151,2015,Edwin Encarnacion,624,0.257,0.67,0.435,0.431,0.277,0.372,0.557,encae001
16,9777,2015,Nolan Arenado,665,0.385,0.742,0.542,0.4379999999999999,0.287,0.323,0.575,arenn001
34,9776,2015,Jason Kipnis,641,0.267,0.624,0.431,0.461,0.303,0.372,0.451,kipnj001
52,4616,2015,Russell Martin,507,0.233,0.603,0.409,0.477,0.24,0.329,0.458,martr004
44,5417,2015,Jose Altuve,689,0.356,0.7190000000000001,0.521,0.455,0.313,0.353,0.459,altuj001
72,13836,2015,Matt Duffy,612,0.307,0.6409999999999999,0.4589999999999999,0.456,0.295,0.334,0.428,duffm002
50,785,2015,Todd Frazier,678,0.367,0.7609999999999999,0.53,0.413,0.255,0.309,0.498,frazt001
58,639,2015,Adrian Beltre,619,0.359,0.643,0.484,0.441,0.287,0.334,0.453,belta001
71,5343,2015,Brandon Crawford,561,0.346,0.7609999999999999,0.524,0.428,0.256,0.321,0.462,crawb001
103,11038,2015,Kevin Kiermaier,535,0.3279999999999999,0.708,0.507,0.471,0.263,0.298,0.42,kierk001
40,7185,2015,Logan Forsythe,615,0.242,0.5770000000000001,0.4039999999999999,0.483,0.281,0.359,0.444,forsl001
12,2136,2015,David Peralta,517,0.318,0.6829999999999999,0.475,0.43,0.312,0.371,0.522,perad001
31,10264,2015,Brandon Belt,556,0.286,0.809,0.499,0.406,0.28,0.356,0.478,beltb001
46,11205,2015,Adam Eaton,689,0.284,0.604,0.433,0.465,0.287,0.361,0.431,eatoa002
64,6195,2015,Ian Kinsler,675,0.28,0.696,0.472,0.4629999999999999,0.296,0.342,0.428,kinsi001
37,4892,2015,Mike Moustakas,614,0.33,0.6559999999999999,0.472,0.437,0.284,0.348,0.47,mousm001
65,9785,2015,Kyle Seager,686,0.294,0.642,0.456,0.4639999999999999,0.266,0.328,0.451,seagk001
79,9368,2015,Evan Longoria,670,0.306,0.6779999999999999,0.473,0.449,0.27,0.328,0.435,longe001
68,11476,2015,Odubel Herrera,537,0.348,0.6779999999999999,0.489,0.427,0.297,0.344,0.418,herro001
105,6867,2015,Derek Norris,557,0.263,0.637,0.45,0.499,0.25,0.305,0.404,norrd001
101,12434,2015,Kevin Pillar,628,0.401,0.63,0.508,0.4679999999999999,0.278,0.314,0.399,pillk001
20,4106,2015,Michael Brantley,596,0.246,0.643,0.427,0.457,0.31,0.379,0.48,branm003
35,3516,2015,Eric Hosmer,667,0.322,0.648,0.456,0.412,0.297,0.363,0.459,hosme001
23,3174,2015,Shin-Soo Choo,653,0.242,0.642,0.417,0.436,0.276,0.375,0.463,choos001
53,5222,2015,Justin Upton,620,0.242,0.691,0.445,0.451,0.251,0.336,0.454,uptoj001
66,6368,2015,Adam Jones,581,0.465,0.8059999999999999,0.601,0.4,0.269,0.308,0.474,jonea003
90,3312,2015,Martin Prado,551,0.264,0.532,0.397,0.498,0.288,0.338,0.394,pradm001
27,15676,2015,Jose Abreu,668,0.369,0.6709999999999999,0.495,0.415,0.29,0.347,0.502,abrej003
57,9241,2015,Starling Marte,633,0.3939999999999999,0.775,0.568,0.4579999999999999,0.287,0.337,0.444,marts002
22,3410,2015,Ryan Braun,568,0.364,0.711,0.506,0.408,0.285,0.356,0.498,braur002
32,2502,2015,Lucas Duda,554,0.286,0.636,0.423,0.392,0.244,0.352,0.486,dudal001
92,11200,2015,Kole Calhoun,686,0.318,0.7340000000000001,0.491,0.416,0.256,0.308,0.422,calhk001
56,6878,2015,Chris Coghlan,503,0.2319999999999999,0.6970000000000001,0.44,0.4479999999999999,0.25,0.341,0.443,coghc001
62,11899,2015,Joc Pederson,585,0.265,0.6509999999999999,0.424,0.413,0.21,0.346,0.417,pedej001
85,9810,2015,Brian Dozier,704,0.297,0.643,0.447,0.432,0.236,0.307,0.444,dozib001
119,6012,2015,Didi Gregorius,578,0.364,0.711,0.515,0.435,0.265,0.318,0.37,gregd001
126,10847,2015,Andrelton Simmons,583,0.283,0.6509999999999999,0.46,0.482,0.265,0.321,0.338,simma001
36,1908,2015,Adrian Gonzalez,643,0.331,0.7440000000000001,0.503,0.415,0.275,0.35,0.48,gonza003
41,7435,2015,Ben Zobrist,535,0.226,0.5539999999999999,0.367,0.43,0.276,0.359,0.45,zobrb001
70,4062,2015,Dexter Fowler,690,0.209,0.6779999999999999,0.412,0.433,0.25,0.346,0.411,fowld001
13,745,2015,David Ortiz,614,0.283,0.7190000000000001,0.456,0.396,0.273,0.36,0.553,ortid001
25,7287,2015,Carlos Gonzalez,608,0.377,0.7809999999999999,0.5379999999999999,0.3979999999999999,0.271,0.325,0.54,gonzc001
54,3892,2015,Josh Reddick,582,0.286,0.637,0.433,0.418,0.272,0.333,0.449,reddj001
61,3269,2015,Robinson Cano,674,0.324,0.732,0.501,0.434,0.287,0.334,0.446,canor001
78,4810,2015,Brian McCann,535,0.318,0.5579999999999999,0.419,0.422,0.232,0.32,0.437,mccab002
28,1274,2015,Alex Rodriguez,620,0.268,0.6759999999999999,0.442,0.425,0.25,0.356,0.486,rodra001
82,7539,2015,Neil Walker,603,0.326,0.726,0.499,0.433,0.269,0.328,0.427,walkn001
89,4962,2015,Asdrubal Cabrera,551,0.368,0.752,0.534,0.43,0.265,0.315,0.43,cabra002
88,7462,2015,Trevor Plouffe,632,0.255,0.655,0.447,0.48,0.244,0.307,0.435,plout001
117,14106,2015,Addison Russell,523,0.303,0.701,0.48,0.4429999999999999,0.242,0.307,0.389,russa002
48,7859,2015,Charlie Blackmon,682,0.281,0.603,0.424,0.446,0.287,0.347,0.45,blacc001
76,9927,2015,Brett Gardner,656,0.2289999999999999,0.5579999999999999,0.372,0.435,0.259,0.343,0.399,gardb001
96,791,2015,Brandon Phillips,623,0.3779999999999999,0.745,0.542,0.4479999999999999,0.294,0.328,0.395,philb001
102,12532,2015,Kolten Wong,613,0.35,0.733,0.502,0.396,0.262,0.321,0.386,wongk001
49,11477,2015,Christian Yelich,525,0.261,0.645,0.428,0.436,0.3,0.366,0.416,yelic001
63,3531,2015,Troy Tulowitzki,534,0.297,0.637,0.452,0.456,0.28,0.337,0.44,tulot001
81,4922,2015,Ender Inciarte,561,0.341,0.609,0.467,0.47,0.303,0.338,0.408,incie001
129,7007,2015,Yadier Molina,530,0.364,0.76,0.5429999999999999,0.451,0.27,0.31,0.35,moliy001
42,4191,2015,Yunel Escobar,591,0.284,0.755,0.496,0.449,0.314,0.375,0.415,escoy001
95,4712,2015,Ben Revere,634,0.289,0.584,0.418,0.437,0.306,0.342,0.377,reveb001
43,3086,2015,Mitch Moreland,515,0.304,0.695,0.472,0.429,0.278,0.33,0.482,morem001
83,4316,2015,Daniel Murphy,538,0.336,0.715,0.494,0.417,0.281,0.322,0.449,murpd006
114,12907,2015,Gregory Polanco,652,0.306,0.632,0.441,0.415,0.256,0.32,0.381,polag001
24,8610,2015,Kendrys Morales,639,0.318,0.7140000000000001,0.482,0.414,0.29,0.362,0.485,morak001
73,2396,2015,Carlos Santana,666,0.211,0.579,0.367,0.424,0.231,0.357,0.395,santc002
86,1738,2015,Jhonny Peralta,640,0.3229999999999999,0.757,0.504,0.417,0.275,0.334,0.411,peraj001
29,4613,2015,Prince Fielder,693,0.3379999999999999,0.713,0.488,0.402,0.305,0.378,0.463,fielp001
39,8027,2015,Adam Lind,572,0.341,0.613,0.452,0.409,0.277,0.36,0.46,linda001
67,8553,2015,Gerardo Parra,589,0.3939999999999999,0.731,0.5429999999999999,0.442,0.291,0.328,0.452,parrg001
87,9345,2015,Brock Holt,509,0.262,0.574,0.405,0.457,0.28,0.349,0.379,holtb002
74,9874,2015,DJ LeMahieu,620,0.248,0.635,0.434,0.481,0.301,0.358,0.388,lemad001
91,12701,2015,Billy Burns,555,0.377,0.7879999999999999,0.579,0.491,0.294,0.334,0.392,burnb002
45,589,2015,Carlos Beltran,531,0.294,0.669,0.456,0.432,0.276,0.337,0.471,beltc001
60,5000,2015,Stephen Vogt,511,0.296,0.58,0.416,0.423,0.261,0.341,0.443,vogts001
84,5352,2015,Yangervis Solarte,571,0.32,0.6809999999999999,0.482,0.4479999999999999,0.27,0.32,0.428,solay001
113,9848,2015,Austin Jackson,527,0.266,0.636,0.44,0.471,0.267,0.311,0.385,jacka001
125,8709,2015,Elvis Andrus,661,0.258,0.611,0.426,0.478,0.258,0.309,0.357,andre001
118,5827,2015,Wilmer Flores,510,0.314,0.68,0.488,0.476,0.263,0.295,0.408,florw001
69,1177,2015,Albert Pujols,661,0.312,0.649,0.462,0.444,0.244,0.307,0.48,pujoa001
111,4720,2015,Chase Headley,642,0.247,0.654,0.428,0.445,0.259,0.324,0.369,headc001
131,6609,2015,Freddy Galvis,603,0.392,0.65,0.504,0.436,0.263,0.302,0.343,galvf001
94,950,2015,Marlon Byrd,544,0.44,0.8320000000000001,0.605,0.421,0.247,0.29,0.453,byrdm001
137,6310,2015,Alcides Escobar,662,0.354,0.6920000000000001,0.513,0.471,0.257,0.293,0.32,escoa003
77,5930,2015,Nick Markakis,686,0.266,0.623,0.421,0.435,0.296,0.37,0.376,markn001
98,12533,2015,Marcus Semien,601,0.253,0.635,0.4379999999999999,0.483,0.257,0.31,0.405,semim001
124,6885,2015,Ian Desmond,641,0.341,0.701,0.495,0.429,0.233,0.29,0.384,desmi001
109,5223,2015,Cameron Maybin,555,0.267,0.62,0.434,0.474,0.267,0.327,0.37,maybc001
75,6876,2015,Mark Trumbo,545,0.368,0.722,0.516,0.42,0.262,0.31,0.449,trumm001
106,1002,2015,Aramis Ramirez,516,0.366,0.748,0.5329999999999999,0.4379999999999999,0.246,0.297,0.423,ramia001
80,5631,2015,Matt Kemp,648,0.358,0.7070000000000001,0.51,0.435,0.265,0.312,0.443,kempm001
130,12325,2015,Jace Peterson,597,0.2769999999999999,0.622,0.429,0.442,0.239,0.314,0.335,petej002
112,5247,2015,Brett Lawrie,602,0.354,0.64,0.488,0.4679999999999999,0.26,0.299,0.407,lawrb002
133,4082,2015,Erick Aybar,638,0.38,0.682,0.513,0.441,0.27,0.301,0.338,aybae001
121,7304,2015,Salvador Perez,553,0.425,0.685,0.541,0.445,0.26,0.28,0.426,peres002
115,731,2015,Torii Hunter,567,0.367,0.737,0.534,0.452,0.24,0.293,0.409,huntt001
120,1736,2015,Jose Reyes,519,0.347,0.6990000000000001,0.498,0.43,0.274,0.31,0.378,reyej001
116,5097,2015,Anthony Gose,535,0.297,0.713,0.482,0.445,0.254,0.321,0.367,gosea001
127,4579,2015,Starlin Castro,578,0.355,0.659,0.492,0.45,0.265,0.296,0.375,casts001
99,11737,2015,Nick Castellanos,595,0.342,0.698,0.497,0.435,0.255,0.303,0.419,castn001
107,4467,2015,Brandon Moss,526,0.326,0.732,0.496,0.418,0.226,0.304,0.407,mossb001
132,971,2015,Jimmy Rollins,563,0.256,0.674,0.447,0.456,0.224,0.285,0.358,rollj001
93,11003,2015,Evan Gattis,604,0.369,0.7040000000000001,0.508,0.414,0.246,0.285,0.463,gatte001
100,1857,2015,Joe Mauer,666,0.272,0.575,0.41,0.457,0.265,0.338,0.38,mauej001
104,9892,2015,Jay Bruce,649,0.318,0.752,0.484,0.3829999999999999,0.226,0.294,0.434,brucj001
110,4022,2015,Melky Cabrera,683,0.34,0.635,0.4679999999999999,0.436,0.273,0.314,0.394,cabrm002
135,5133,2015,Alexei Ramirez,622,0.325,0.674,0.483,0.4539999999999999,0.249,0.285,0.357,ramia003
138,5933,2015,Jean Segura,584,0.385,0.6990000000000001,0.532,0.467,0.257,0.281,0.336,seguj002
122,9205,2015,Logan Morrison,511,0.3,0.7140000000000001,0.483,0.441,0.225,0.302,0.383,morrl001
136,11489,2015,Michael A. Taylor,511,0.3329999999999999,0.745,0.524,0.465,0.229,0.282,0.358,taylm002
108,2154,2015,Ryan Howard,503,0.385,0.778,0.547,0.414,0.229,0.277,0.443,howar001
134,2918,2015,Angel Pagan,551,0.25,0.62,0.415,0.445,0.262,0.303,0.332,pagaa001
123,5760,2015,Avisail Garcia,601,0.452,0.789,0.591,0.412,0.257,0.309,0.365,garca003
139,1433,2015,Wilson Ramos,504,0.364,0.7440000000000001,0.5379999999999999,0.4589999999999999,0.229,0.258,0.358,ramow001
97,7399,2015,Billy Butler,601,0.295,0.631,0.45,0.462,0.251,0.323,0.39,butlb003
140,10030,2015,Chris Owings,552,0.376,0.7090000000000001,0.5329999999999999,0.47,0.227,0.264,0.322,owinc001
128,5409,2015,Pablo Sandoval,505,0.478,0.752,0.588,0.4039999999999999,0.245,0.292,0.366,sandp001
