,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
41,19612,2021,Bo Bichette,690,0.425,0.8079999999999999,0.578,0.401,0.298,0.343,0.484,bichb001
16,14344,2021,Matt Olson,673,0.283,0.738,0.469,0.409,0.271,0.371,0.54,olsom001
14,5361,2021,Freddie Freeman,695,0.297,0.807,0.511,0.42,0.3,0.393,0.503,freef001
18,9218,2021,Paul Goldschmidt,679,0.282,0.6609999999999999,0.442,0.423,0.294,0.365,0.514,goldp001
31,18882,2021,Brandon Lowe,615,0.3379999999999999,0.794,0.524,0.409,0.247,0.34,0.523,loweb001
13,18360,2021,Austin Riley,662,0.346,0.746,0.501,0.3879999999999999,0.303,0.367,0.531,rilea001
15,13301,2021,Max Muncy,592,0.191,0.622,0.376,0.429,0.249,0.368,0.527,muncm001
12,18345,2021,Kyle Tucker,567,0.308,0.826,0.524,0.417,0.294,0.359,0.557,tuckk001
54,15172,2021,Tim Anderson,551,0.405,0.8190000000000001,0.578,0.419,0.309,0.338,0.469,andet001
72,11739,2021,J.T. Realmuto,537,0.331,0.723,0.495,0.418,0.263,0.343,0.439,realj001
24,13066,2021,Teoscar Hernandez,595,0.344,0.77,0.519,0.411,0.296,0.346,0.524,hernt002
25,12161,2021,Xander Bogaerts,603,0.341,0.634,0.457,0.397,0.295,0.37,0.493,bogax001
45,11493,2021,Manny Machado,640,0.3289999999999999,0.71,0.48,0.396,0.278,0.347,0.489,machm001
36,5235,2021,Justin Turner,612,0.28,0.684,0.445,0.408,0.278,0.361,0.471,turnj001
19,17350,2021,Rafael Devers,664,0.361,0.797,0.535,0.3989999999999999,0.279,0.352,0.538,dever001
48,13152,2021,Jorge Polanco,644,0.3339999999999999,0.71,0.493,0.422,0.269,0.323,0.503,polaj001
59,18036,2021,Jake Cronenworth,643,0.2689999999999999,0.626,0.428,0.4429999999999999,0.266,0.34,0.46,cronj001
102,12916,2021,Francisco Lindor,524,0.299,0.722,0.471,0.405,0.23,0.322,0.412,lindf001
49,14128,2021,Joey Gallo,616,0.221,0.675,0.402,0.3989999999999999,0.199,0.351,0.458,gallj002
110,16505,2021,Matt Chapman,622,0.266,0.693,0.446,0.423,0.21,0.314,0.403,chapm001
56,12979,2021,Javier Baez,547,0.466,0.774,0.568,0.33,0.265,0.319,0.494,baezj001
69,9777,2021,Nolan Arenado,653,0.33,0.674,0.4679999999999999,0.401,0.255,0.312,0.494,arenn001
50,17232,2021,Yoan Moncada,616,0.272,0.655,0.426,0.402,0.263,0.375,0.412,moncy001
65,10472,2021,Enrique Hernandez,585,0.276,0.6890000000000001,0.446,0.411,0.25,0.337,0.449,herne001
27,13611,2021,Mookie Betts,550,0.2289999999999999,0.6459999999999999,0.4039999999999999,0.42,0.264,0.367,0.487,bettm001
70,16556,2021,Ozzie Albies,686,0.385,0.8340000000000001,0.5670000000000001,0.405,0.259,0.31,0.488,albio001
5,4314,2021,Joey Votto,533,0.247,0.715,0.439,0.411,0.266,0.375,0.563,vottj001
55,13621,2021,Jeimer Candelario,626,0.3229999999999999,0.703,0.475,0.401,0.271,0.351,0.443,candj002
6,11737,2021,Nick Castellanos,585,0.4039999999999999,0.799,0.5489999999999999,0.369,0.309,0.362,0.576,castn001
23,19556,2021,Yordan Alvarez,598,0.303,0.621,0.43,0.4,0.277,0.346,0.531,alvay001
46,19290,2021,Randy Arozarena,604,0.288,0.675,0.44,0.3939999999999999,0.274,0.356,0.459,arozr001
60,15223,2021,Adam Frazier,639,0.298,0.695,0.476,0.447,0.305,0.368,0.411,fraza001
66,5933,2021,Jean Segura,567,0.3429999999999999,0.648,0.481,0.4539999999999999,0.29,0.348,0.436,seguj002
96,18314,2021,Dansby Swanson,653,0.291,0.74,0.481,0.423,0.248,0.311,0.449,swand001
34,19251,2021,Pete Alonso,637,0.35,0.7140000000000001,0.493,0.3929999999999999,0.262,0.344,0.519,alonp001
47,15986,2021,Willy Adames,555,0.316,0.736,0.488,0.411,0.262,0.337,0.481,adamw002
108,15491,2021,J.P. Crawford,687,0.255,0.655,0.44,0.4629999999999999,0.273,0.338,0.376,crawj002
35,7304,2021,Salvador Perez,665,0.483,0.787,0.589,0.347,0.273,0.316,0.544,peres002
32,19198,2021,Yuli Gurriel,605,0.298,0.622,0.428,0.401,0.319,0.383,0.462,gurry001
113,17620,2021,Myles Straw,638,0.2189999999999999,0.627,0.402,0.449,0.271,0.349,0.348,stram002
33,21523,2021,Jonathan India,631,0.25,0.5820000000000001,0.39,0.422,0.269,0.376,0.459,indij001
39,15429,2021,Kris Bryant,586,0.304,0.768,0.487,0.395,0.265,0.353,0.481,bryak001
42,17982,2021,Ty France,650,0.341,0.738,0.503,0.408,0.291,0.368,0.445,frant002
43,5038,2021,Josh Donaldson,543,0.263,0.715,0.451,0.417,0.247,0.352,0.475,donaj001
79,11445,2021,Mark Canha,625,0.244,0.631,0.406,0.418,0.231,0.358,0.387,canhm001
106,19287,2021,Adolis Garcia,622,0.397,0.755,0.541,0.402,0.243,0.286,0.454,garca005
116,11281,2021,Whit Merrifield,720,0.326,0.732,0.499,0.425,0.277,0.317,0.395,merrw001
64,13757,2021,Chris Taylor,582,0.247,0.725,0.455,0.436,0.254,0.344,0.438,taylc001
29,6184,2021,J.D. Martinez,634,0.369,0.7979999999999999,0.5429999999999999,0.407,0.286,0.349,0.518,martj006
53,5760,2021,Avisail Garcia,515,0.418,0.8220000000000001,0.579,0.3979999999999999,0.262,0.33,0.49,garca003
58,12564,2021,Trevor Story,595,0.335,0.762,0.508,0.405,0.251,0.329,0.471,stort001
114,9785,2021,Kyle Seager,670,0.33,0.731,0.495,0.413,0.212,0.285,0.438,seagk001
22,4949,2021,Giancarlo Stanton,579,0.318,0.636,0.442,0.39,0.273,0.354,0.516,stanm004
75,6153,2021,Eduardo Escobar,599,0.3379999999999999,0.72,0.494,0.41,0.253,0.314,0.472,escoe001
93,10950,2021,Adam Duvall,555,0.376,0.679,0.501,0.412,0.228,0.281,0.491,duvaa001
122,19470,2021,Tommy Edman,691,0.312,0.6759999999999999,0.473,0.4429999999999999,0.262,0.308,0.387,edmat001
40,15676,2021,Jose Abreu,659,0.359,0.665,0.484,0.407,0.261,0.351,0.481,abrej003
62,14274,2021,Mitch Haniger,691,0.33,0.654,0.466,0.421,0.253,0.318,0.485,hanim001
71,20126,2021,Dylan Carlson,619,0.275,0.688,0.449,0.421,0.266,0.343,0.437,carld002
104,15518,2021,Amed Rosario,588,0.37,0.65,0.489,0.425,0.282,0.321,0.409,rosaa003
76,15112,2021,Ryan McMahon,596,0.291,0.7440000000000001,0.488,0.435,0.254,0.331,0.449,mcmar001
90,14854,2021,Mike Yastrzemski,532,0.275,0.687,0.456,0.439,0.224,0.311,0.457,yastm001
98,10071,2021,Jonathan Villar,505,0.322,0.745,0.497,0.415,0.249,0.322,0.416,villj001
37,18607,2021,Jared Walsh,585,0.344,0.6940000000000001,0.49,0.418,0.277,0.34,0.509,walsj001
51,4106,2021,Michael Brantley,508,0.287,0.672,0.455,0.437,0.311,0.362,0.437,branm003
67,5254,2021,Robbie Grossman,671,0.193,0.64,0.3829999999999999,0.426,0.239,0.357,0.415,grosr001
84,19363,2021,Austin Hays,529,0.332,0.643,0.462,0.42,0.256,0.308,0.461,haysa001
92,8202,2021,Josh Harrison,558,0.389,0.77,0.5529999999999999,0.431,0.279,0.341,0.4,harrj002
97,18564,2021,Trent Grisham,527,0.207,0.655,0.402,0.435,0.242,0.327,0.413,grist001
11,12546,2021,C.J. Cron,547,0.337,0.679,0.471,0.391,0.281,0.375,0.53,cronc002
63,3473,2021,Anthony Rizzo,576,0.3289999999999999,0.647,0.4639999999999999,0.425,0.248,0.344,0.44,rizza001
57,15464,2021,Hunter Renfroe,572,0.351,0.682,0.482,0.3979999999999999,0.259,0.315,0.501,renfh001
61,16622,2021,Luis Urias,570,0.291,0.6940000000000001,0.461,0.421,0.249,0.345,0.445,urial001
105,9874,2021,DJ LeMahieu,679,0.256,0.621,0.414,0.432,0.268,0.349,0.362,lemad001
128,11489,2021,Michael A. Taylor,528,0.3429999999999999,0.758,0.512,0.407,0.244,0.297,0.356,taylm002
52,2434,2021,Nelson Cruz,584,0.351,0.7490000000000001,0.509,0.397,0.265,0.334,0.497,cruzn002
44,13145,2021,Josh Bell,568,0.275,0.755,0.467,0.401,0.261,0.347,0.476,bellj005
94,11265,2021,Jonathan Schoop,674,0.392,0.716,0.525,0.409,0.278,0.32,0.435,schoj001
103,14813,2021,Kyle Farmer,529,0.3879999999999999,0.657,0.498,0.409,0.263,0.316,0.416,farmk001
77,17027,2021,Alex Verdugo,604,0.297,0.644,0.447,0.432,0.289,0.351,0.426,verda001
111,7802,2021,Miguel Rojas,539,0.296,0.6759999999999999,0.456,0.423,0.265,0.322,0.392,rojam002
80,19238,2021,Lourdes Gurriel Jr.,541,0.373,0.695,0.509,0.421,0.276,0.319,0.466,gurrl001
88,19734,2021,Josh Rojas,550,0.244,0.638,0.419,0.444,0.264,0.341,0.411,rojaj001
91,16578,2021,Yandy Diaz,541,0.228,0.684,0.427,0.437,0.256,0.353,0.387,diazy001
109,20454,2021,Jazz Chisholm Jr.,507,0.3339999999999999,0.6559999999999999,0.4679999999999999,0.418,0.248,0.303,0.425,chisj001
86,17901,2021,Andrew Benintendi,538,0.346,0.745,0.522,0.439,0.276,0.324,0.442,benia002
107,2136,2021,David Peralta,538,0.305,0.677,0.4639999999999999,0.429,0.259,0.325,0.402,perad001
120,10231,2021,Jose Iglesias,511,0.47,0.665,0.55,0.41,0.271,0.309,0.391,iglej001
121,10556,2021,Cesar Hernandez,637,0.29,0.6890000000000001,0.4629999999999999,0.434,0.232,0.308,0.386,hernc005
74,9847,2021,Andrew McCutchen,574,0.223,0.6729999999999999,0.416,0.429,0.222,0.334,0.444,mccua001
87,15672,2021,Austin Meadows,591,0.29,0.715,0.467,0.416,0.234,0.315,0.458,meada001
127,16512,2021,Isiah Kiner-Falefa,677,0.336,0.6409999999999999,0.465,0.423,0.271,0.312,0.357,kinei001
130,8709,2021,Elvis Andrus,541,0.346,0.675,0.487,0.429,0.243,0.294,0.32,andre001
68,19566,2021,Nathaniel Lowe,642,0.2689999999999999,0.679,0.447,0.434,0.264,0.357,0.415,lowen001
85,17919,2021,Ian Happ,535,0.263,0.687,0.4379999999999999,0.412,0.226,0.323,0.434,happi001
115,16997,2021,Gleyber Torres,516,0.275,0.733,0.467,0.419,0.259,0.331,0.366,torrg001
78,11342,2021,Jesus Aguilar,510,0.32,0.622,0.445,0.415,0.261,0.329,0.459,aguij001
100,2967,2021,Tommy Pham,561,0.193,0.626,0.382,0.436,0.229,0.34,0.383,phamt001
124,19294,2021,Nick Solak,511,0.342,0.629,0.4579999999999999,0.405,0.242,0.314,0.362,solan001
82,12164,2021,Miguel Sano,532,0.294,0.685,0.446,0.389,0.223,0.312,0.466,sanom001
129,17992,2021,David Fletcher,665,0.327,0.614,0.4629999999999999,0.475,0.262,0.297,0.324,fletd002
99,3516,2021,Eric Hosmer,565,0.342,0.6920000000000001,0.483,0.402,0.269,0.337,0.395,hosme001
112,4418,2021,Jed Lowrie,512,0.256,0.73,0.465,0.442,0.245,0.318,0.398,lowrj001
73,18373,2021,Ryan Mountcastle,586,0.415,0.774,0.551,0.38,0.255,0.309,0.487,mounr001
89,15149,2021,Trey Mancini,616,0.341,0.665,0.47,0.397,0.255,0.326,0.432,manct001
119,14350,2021,Raimel Tapia,533,0.367,0.6970000000000001,0.51,0.436,0.273,0.327,0.372,tapir001
81,7859,2021,Charlie Blackmon,582,0.294,0.695,0.471,0.442,0.27,0.351,0.411,blacc001
101,19892,2021,Pavin Smith,545,0.287,0.593,0.421,0.439,0.267,0.328,0.404,smitp002
123,10243,2021,Randal Grichuk,545,0.357,0.748,0.523,0.423,0.241,0.281,0.423,gricr001
117,12552,2021,Eugenio Suarez,574,0.275,0.6609999999999999,0.427,0.396,0.198,0.286,0.428,suare001
131,17696,2021,Kevin Newman,554,0.306,0.622,0.444,0.437,0.226,0.265,0.309,newmk001
95,14221,2021,Jorge Soler,602,0.27,0.713,0.444,0.3929999999999999,0.223,0.316,0.432,solej001
125,2396,2021,Carlos Santana,659,0.265,0.685,0.434,0.402,0.214,0.319,0.342,santc002
118,1744,2021,Miguel Cabrera,526,0.3329999999999999,0.706,0.494,0.432,0.256,0.316,0.386,cabrm001
126,15117,2021,Hunter Dozier,543,0.341,0.7140000000000001,0.488,0.396,0.216,0.285,0.394,dozih001
