,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
12,1744,2005,Miguel Cabrera,685,0.231,0.682,0.473,0.537,0.323,0.385,0.561,cabrm001
41,1235,2005,Randy Winn,683,0.233,0.698,0.48,0.531,0.306,0.36,0.499,winnr001
33,690,2005,Geoff Jenkins,618,0.299,0.777,0.529,0.482,0.292,0.375,0.513,jenkg001
72,1201,2005,Carl Crawford,687,0.314,0.7490000000000001,0.562,0.57,0.301,0.331,0.469,crawc002
42,941,2005,Miguel Tejada,704,0.266,0.713,0.498,0.519,0.304,0.349,0.515,tejam001
43,393,2005,Victor Martinez,622,0.21,0.6940000000000001,0.462,0.522,0.305,0.378,0.475,martv001
48,1311,2005,Felipe Lopez,648,0.1889999999999999,0.57,0.38,0.501,0.291,0.352,0.486,lopef001
84,565,2005,Julio Lugo,690,0.173,0.649,0.429,0.5379999999999999,0.295,0.362,0.403,lugoj001
87,88,2005,Rafael Furcal,689,0.156,0.621,0.414,0.556,0.284,0.348,0.429,furcr001
39,826,2005,Derek Jeter,752,0.159,0.723,0.457,0.528,0.309,0.389,0.45,jeted001
36,1738,2005,Jhonny Peralta,570,0.192,0.6809999999999999,0.4479999999999999,0.524,0.292,0.366,0.52,peraj001
4,818,2005,Jason Giambi,545,0.108,0.602,0.355,0.499,0.271,0.44,0.535,giamj001
26,828,2005,Nick Johnson,547,0.121,0.628,0.389,0.528,0.289,0.408,0.479,johnn001
52,157,2005,Melvin Mora,664,0.226,0.6609999999999999,0.446,0.506,0.283,0.348,0.474,moram002
6,432,2005,Todd Helton,626,0.1639999999999999,0.698,0.435,0.508,0.32,0.445,0.534,heltt001
20,1286,2005,Michael Young,732,0.179,0.71,0.4629999999999999,0.535,0.331,0.385,0.513,younm003
23,709,2005,Richie Sexson,656,0.207,0.726,0.45,0.4679999999999999,0.263,0.369,0.541,sexsr001
59,1825,2005,David DeJesus,523,0.177,0.584,0.389,0.52,0.293,0.359,0.445,dejed001
27,1888,2005,Chad Tracy,553,0.2189999999999999,0.605,0.427,0.5379999999999999,0.308,0.359,0.553,tracc001
95,971,2005,Jimmy Rollins,732,0.163,0.6609999999999999,0.441,0.5579999999999999,0.29,0.338,0.431,rollj001
25,242,2005,Paul Konerko,664,0.196,0.649,0.428,0.513,0.283,0.375,0.534,konep001
34,945,2005,Bobby Abreu,719,0.103,0.551,0.3389999999999999,0.527,0.286,0.405,0.474,abreb001
68,513,2005,Luis Castillo,524,0.103,0.557,0.355,0.5539999999999999,0.301,0.391,0.374,castl001
111,254,2005,Aaron Rowand,640,0.263,0.753,0.528,0.541,0.27,0.329,0.407,rowaa001
44,518,2005,Cliff Floyd,626,0.218,0.7809999999999999,0.514,0.526,0.273,0.358,0.505,floyc001
64,57,2005,Jose Guillen,611,0.264,0.727,0.51,0.5329999999999999,0.283,0.338,0.479,guilj001
31,1119,2005,Jeff Kent,637,0.181,0.747,0.4679999999999999,0.508,0.289,0.377,0.512,kentj001
96,1101,2005,Ichiro Suzuki,739,0.257,0.685,0.484,0.53,0.303,0.35,0.436,suzui001
38,217,2005,Jason Varitek,539,0.183,0.624,0.415,0.527,0.281,0.366,0.489,varij001
60,295,2005,Bill Mueller,590,0.132,0.6659999999999999,0.427,0.552,0.295,0.369,0.43,muelb001
142,766,2005,Orlando Cabrera,587,0.1939999999999999,0.6940000000000001,0.475,0.561,0.257,0.309,0.365,cabro001
51,1605,2005,Bill Hall,546,0.23,0.621,0.428,0.505,0.291,0.342,0.495,hallb001
82,1857,2005,Joe Mauer,554,0.214,0.598,0.4029999999999999,0.494,0.294,0.372,0.411,mauej001
8,1297,2005,Carlos Delgado,616,0.218,0.732,0.48,0.51,0.301,0.399,0.582,delgc001
18,319,2005,Adam Dunn,671,0.192,0.639,0.395,0.4539999999999999,0.247,0.387,0.54,dunna001
79,841,2005,Jorge Posada,546,0.157,0.6679999999999999,0.417,0.508,0.262,0.352,0.43,posaj001
80,8581,2005,Tadahito Iguchi,582,0.201,0.6970000000000001,0.4639999999999999,0.53,0.278,0.342,0.438,iguct001
92,677,2005,Ronnie Belliard,587,0.25,0.708,0.499,0.5429999999999999,0.284,0.325,0.45,bellr002
28,949,2005,Pat Burrell,669,0.149,0.633,0.392,0.502,0.281,0.389,0.504,burrp001
35,15,2005,Troy Glaus,634,0.182,0.6809999999999999,0.423,0.483,0.258,0.363,0.522,glaut001
104,470,2005,Brandon Inge,694,0.226,0.608,0.416,0.499,0.261,0.33,0.419,ingeb001
124,1275,2005,Ivan Rodriguez,525,0.395,0.784,0.591,0.504,0.276,0.29,0.444,rodri001
90,1326,2005,Vernon Wells,678,0.246,0.7,0.474,0.502,0.269,0.32,0.463,wellv001
7,210,2005,Manny Ramirez,650,0.203,0.6970000000000001,0.4539999999999999,0.508,0.292,0.388,0.594,ramim002
13,327,2005,Ken Griffey Jr.,555,0.205,0.732,0.467,0.497,0.301,0.369,0.576,grifk002
19,1002,2005,Aramis Ramirez,506,0.238,0.7509999999999999,0.504,0.52,0.302,0.358,0.568,ramia001
56,1398,2005,Brady Clark,674,0.192,0.649,0.441,0.545,0.306,0.372,0.426,clarb003
74,230,2005,Ray Durham,560,0.173,0.688,0.441,0.52,0.29,0.356,0.429,durhr001
108,653,2005,Mark Grudzielanek,563,0.263,0.6920000000000001,0.501,0.555,0.294,0.334,0.407,grudm001
109,52,2005,Craig Counsell,670,0.142,0.552,0.359,0.529,0.256,0.35,0.375,counc001
14,548,2005,Lance Berkman,565,0.125,0.7070000000000001,0.416,0.5,0.293,0.411,0.524,berkl001
58,185,2005,Johnny Damon,688,0.185,0.7090000000000001,0.482,0.5660000000000001,0.316,0.366,0.439,damoj001
77,1261,2005,Kevin Mench,615,0.213,0.665,0.45,0.524,0.264,0.328,0.469,menck001
78,549,2005,Craig Biggio,651,0.235,0.71,0.502,0.562,0.264,0.325,0.468,biggc001
98,1580,2005,Chone Figgins,720,0.141,0.636,0.411,0.546,0.29,0.352,0.397,figgc001
37,1873,2005,Matt Holliday,526,0.211,0.7809999999999999,0.513,0.53,0.307,0.361,0.505,hollm001
54,55,2005,Luis Gonzalez,672,0.175,0.691,0.435,0.504,0.271,0.366,0.459,gonzl001
40,1659,2005,Hideki Matsui,704,0.144,0.679,0.431,0.537,0.305,0.367,0.496,matsh001
88,10,2005,David Eckstein,713,0.145,0.575,0.3989999999999999,0.59,0.294,0.363,0.395,ecksd001
136,4730,2005,Jeremy Reed,544,0.192,0.6829999999999999,0.447,0.519,0.254,0.322,0.352,reedj004
30,114,2005,Gary Sheffield,675,0.185,0.609,0.3979999999999999,0.503,0.291,0.379,0.512,shefg001
65,847,2005,Alfonso Soriano,682,0.296,0.76,0.536,0.518,0.268,0.309,0.512,soria001
97,804,2005,Brad Wilkerson,661,0.132,0.622,0.391,0.528,0.248,0.351,0.405,wilkb002
102,153,2005,Gary Matthews Jr.,526,0.17,0.665,0.432,0.53,0.255,0.32,0.436,mattg002
129,639,2005,Adrian Beltre,650,0.267,0.713,0.496,0.512,0.255,0.303,0.413,belta001
57,141,2005,Jay Gibbons,518,0.286,0.731,0.514,0.512,0.277,0.317,0.516,gibbj002
55,1617,2005,Lyle Overbay,622,0.1939999999999999,0.6829999999999999,0.432,0.487,0.276,0.367,0.449,overl001
110,589,2005,Carlos Beltran,650,0.156,0.6629999999999999,0.432,0.545,0.266,0.33,0.414,beltc001
125,411,2005,Omar Vizquel,651,0.165,0.596,0.402,0.5489999999999999,0.271,0.341,0.35,vizqo001
32,1402,2005,David Dellucci,518,0.144,0.626,0.39,0.51,0.251,0.367,0.513,delld001
47,911,2005,Jermaine Dye,579,0.1969999999999999,0.628,0.434,0.55,0.274,0.333,0.512,dye-j001
94,4599,2005,Nick Swisher,522,0.201,0.611,0.3989999999999999,0.485,0.236,0.322,0.446,swisn001
128,454,2005,Juan Uribe,540,0.287,0.725,0.513,0.515,0.252,0.301,0.412,uribj002
140,1876,2005,Willy Taveras,635,0.226,0.6659999999999999,0.48,0.5770000000000001,0.291,0.325,0.341,tavew001
147,1430,2005,Adam Everett,595,0.267,0.6729999999999999,0.496,0.564,0.248,0.29,0.364,evera001
69,196,2005,Shea Hillenbrand,645,0.29,0.691,0.498,0.519,0.291,0.343,0.449,hills002
70,607,2005,Raul Ibanez,690,0.2,0.679,0.439,0.5,0.28,0.355,0.436,ibanr001
81,623,2005,Joe Randa,609,0.181,0.643,0.429,0.5379999999999999,0.276,0.335,0.452,randj002
105,580,2005,Gregg Zaun,512,0.159,0.629,0.4029999999999999,0.518,0.251,0.355,0.373,zaung001
115,995,2005,Rob Mackowiak,512,0.264,0.747,0.505,0.5,0.272,0.337,0.389,mackr001
86,1790,2005,Garrett Atkins,573,0.149,0.616,0.401,0.54,0.287,0.347,0.426,atkig001
112,719,2005,Casey Blake,583,0.175,0.605,0.409,0.544,0.241,0.308,0.438,blakc001
127,1112,2005,Pedro Feliz,615,0.2739999999999999,0.741,0.522,0.531,0.25,0.295,0.422,felip001
120,1095,2005,Scott Podsednik,568,0.145,0.547,0.365,0.547,0.29,0.351,0.349,podss001
146,1017,2005,Jack Wilson,639,0.254,0.672,0.476,0.5329999999999999,0.257,0.299,0.363,wilsj002
75,243,2005,Carlos Lee,688,0.239,0.6970000000000001,0.472,0.508,0.265,0.324,0.487,lee-c001
107,1042,2005,Mark Kotsay,629,0.218,0.725,0.495,0.547,0.28,0.325,0.421,kotsm001
116,1178,2005,Edgar Renteria,692,0.154,0.675,0.444,0.557,0.276,0.335,0.385,rente001
133,993,2005,Jason Kendall,676,0.1669999999999999,0.544,0.377,0.556,0.271,0.345,0.321,kendj001
46,634,2005,Mike Sweeney,514,0.294,0.804,0.5489999999999999,0.5,0.3,0.347,0.517,sweem002
130,11,2005,Darin Erstad,667,0.25,0.58,0.426,0.532,0.273,0.325,0.371,erstd001
137,1736,2005,Jose Reyes,733,0.225,0.626,0.46,0.588,0.273,0.3,0.386,reyej001
135,443,2005,Juan Pierre,719,0.184,0.5670000000000001,0.4039999999999999,0.574,0.276,0.326,0.354,pierj002
85,505,2005,Dmitri Young,509,0.3289999999999999,0.785,0.552,0.489,0.271,0.325,0.471,yound001
67,320,2005,Juan Encarnacion,563,0.267,0.657,0.474,0.531,0.287,0.349,0.447,encaj001
73,1041,2005,Ryan Klesko,520,0.1969999999999999,0.758,0.457,0.4639999999999999,0.248,0.358,0.418,klesr001
101,867,2005,Jeromy Burnitz,671,0.195,0.71,0.467,0.529,0.258,0.322,0.435,burnj001
121,1737,2005,Justin Morneau,543,0.314,0.737,0.513,0.469,0.239,0.304,0.437,mornj001
118,1724,2005,Lew Ford,590,0.245,0.615,0.426,0.49,0.264,0.338,0.377,fordl001
100,1464,2005,Craig Monroe,623,0.2769999999999999,0.733,0.502,0.493,0.277,0.322,0.446,monrc001
62,314,2005,Sean Casey,587,0.214,0.638,0.437,0.527,0.312,0.371,0.423,cases001
53,651,2005,Shawn Green,656,0.235,0.725,0.48,0.5,0.286,0.355,0.477,grees001
63,1197,2005,Emil Brown,609,0.218,0.6990000000000001,0.465,0.513,0.286,0.349,0.455,browe001
66,1397,2005,Jason Lane,561,0.2339999999999999,0.752,0.514,0.541,0.267,0.316,0.499,lanej001
71,2521,2005,Jorge Cantu,631,0.325,0.765,0.569,0.5539999999999999,0.286,0.311,0.497,cantj001
99,1305,2005,Eric Hinske,537,0.236,0.736,0.483,0.495,0.262,0.333,0.43,hinse001
122,84,2005,Vinny Castilla,549,0.248,0.73,0.502,0.528,0.253,0.319,0.403,castv001
103,312,2005,Ben Broussard,505,0.2319999999999999,0.722,0.493,0.531,0.255,0.307,0.464,broub001
131,2090,2005,Alex Rios,519,0.213,0.684,0.469,0.5429999999999999,0.262,0.306,0.397,riosa002
76,545,2005,Preston Wilson,576,0.222,0.6890000000000001,0.475,0.5429999999999999,0.26,0.325,0.467,wilsp002
126,4519,2005,Russ Adams,545,0.1639999999999999,0.618,0.408,0.536,0.256,0.325,0.383,adamr002
143,620,2005,Neifi Perez,609,0.242,0.728,0.529,0.591,0.274,0.298,0.383,peren001
93,529,2005,Kevin Millar,519,0.201,0.655,0.447,0.541,0.272,0.355,0.399,millk005
139,591,2005,Angel Berroa,652,0.391,0.731,0.5770000000000001,0.546,0.27,0.305,0.375,berra001
144,1108,2005,David Bell,617,0.196,0.7240000000000001,0.488,0.5539999999999999,0.248,0.31,0.361,belld002
91,3269,2005,Robinson Cano,551,0.257,0.6970000000000001,0.509,0.573,0.297,0.32,0.458,canor001
113,735,2005,Jacque Jones,585,0.2789999999999999,0.773,0.503,0.4539999999999999,0.249,0.319,0.438,jonej003
106,1419,2005,Hank Blalock,705,0.2289999999999999,0.741,0.479,0.489,0.263,0.318,0.431,blalh001
117,1213,2005,Aubrey Huff,636,0.1989999999999999,0.6779999999999999,0.447,0.517,0.261,0.321,0.428,huffa001
141,311,2005,Aaron Boone,565,0.244,0.6809999999999999,0.465,0.507,0.243,0.299,0.378,boona001
138,226,2005,Royce Clayton,573,0.22,0.669,0.4629999999999999,0.542,0.27,0.32,0.351,clayr001
145,527,2005,Mike Lowell,558,0.205,0.655,0.4479999999999999,0.539,0.236,0.298,0.36,lowem001
89,390,2005,Matt Lawton,585,0.146,0.623,0.3879999999999999,0.508,0.254,0.356,0.396,lawtm002
114,1249,2005,Carl Everett,547,0.302,0.746,0.525,0.502,0.251,0.311,0.435,everc001
119,2,2005,Garret Anderson,603,0.321,0.7170000000000001,0.528,0.524,0.283,0.308,0.435,andeg001
123,1322,2005,Shannon Stewart,599,0.287,0.653,0.479,0.524,0.274,0.323,0.388,stews002
134,916,2005,Scott Hatteberg,523,0.173,0.5720000000000001,0.372,0.498,0.256,0.334,0.343,hatts001
132,857,2005,Bernie Williams,546,0.153,0.652,0.409,0.513,0.249,0.321,0.367,willb002
