,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
55,14950,2018,Johan Camargo,524,0.36,0.6970000000000001,0.495,0.4,0.272,0.349,0.457,camaj001
112,12533,2018,Marcus Semien,703,0.262,0.6709999999999999,0.4379999999999999,0.43,0.255,0.318,0.388,semim001
18,4314,2018,Joey Votto,623,0.1639999999999999,0.6859999999999999,0.397,0.447,0.284,0.417,0.419,vottj001
45,13367,2018,Stephen Piscotty,605,0.377,0.736,0.5329999999999999,0.432,0.267,0.331,0.491,piscs001
64,10762,2018,Corey Dickerson,533,0.4529999999999999,0.795,0.593,0.41,0.3,0.33,0.474,dickc002
75,18289,2018,Brian Anderson,670,0.281,0.687,0.462,0.446,0.273,0.357,0.4,andeb006
78,13613,2018,Ketel Marte,580,0.281,0.684,0.455,0.432,0.26,0.332,0.437,martk001
25,9112,2018,Khris Davis,654,0.278,0.784,0.493,0.426,0.247,0.326,0.549,davik003
100,4579,2018,Starlin Castro,647,0.303,0.6659999999999999,0.46,0.432,0.278,0.329,0.4,casts001
42,12907,2018,Gregory Polanco,535,0.285,0.696,0.45,0.402,0.254,0.34,0.499,polag001
50,5222,2018,Justin Upton,613,0.249,0.664,0.426,0.427,0.257,0.344,0.463,uptoj001
81,10324,2018,Marcell Ozuna,628,0.325,0.728,0.485,0.396,0.28,0.325,0.433,ozunm001
85,12282,2018,Rougned Odor,535,0.354,0.6459999999999999,0.476,0.418,0.253,0.326,0.424,odorr001
99,12144,2018,Max Kepler,611,0.249,0.653,0.426,0.439,0.224,0.319,0.408,keplm001
31,2434,2018,Nelson Cruz,591,0.319,0.6970000000000001,0.465,0.385,0.256,0.342,0.509,cruzn002
61,16478,2018,Kyle Schwarber,510,0.252,0.649,0.414,0.407,0.238,0.356,0.467,schwk001
59,5930,2018,Nick Markakis,705,0.2289999999999999,0.616,0.4039999999999999,0.4529999999999999,0.297,0.366,0.44,markn001
74,2396,2018,Carlos Santana,679,0.242,0.655,0.413,0.415,0.229,0.352,0.414,santc002
114,5343,2018,Brandon Crawford,594,0.326,0.778,0.521,0.432,0.254,0.325,0.394,crawb001
126,15172,2018,Tim Anderson,606,0.4029999999999999,0.726,0.54,0.426,0.24,0.281,0.406,andet001
27,16472,2018,Rhys Hoskins,660,0.228,0.606,0.391,0.432,0.246,0.354,0.496,hoskr001
91,7007,2018,Yadier Molina,503,0.385,0.708,0.526,0.437,0.261,0.314,0.436,moliy001
49,9054,2018,Justin Smoak,594,0.246,0.635,0.4029999999999999,0.4029999999999999,0.242,0.35,0.457,smoaj001
22,7859,2018,Charlie Blackmon,696,0.318,0.6659999999999999,0.474,0.4479999999999999,0.291,0.358,0.502,blacc001
28,11737,2018,Nick Castellanos,678,0.386,0.7879999999999999,0.551,0.41,0.298,0.354,0.5,castn001
39,7996,2018,Jose Martinez,590,0.295,0.638,0.436,0.41,0.305,0.364,0.457,martj008
54,12546,2018,C.J. Cron,560,0.385,0.7040000000000001,0.508,0.386,0.253,0.323,0.493,cronc002
79,4892,2018,Mike Moustakas,635,0.37,0.736,0.521,0.413,0.251,0.315,0.459,mousm001
92,9874,2018,DJ LeMahieu,581,0.26,0.601,0.417,0.46,0.276,0.321,0.428,lemad001
106,13621,2018,Jeimer Candelario,619,0.286,0.619,0.427,0.424,0.224,0.317,0.393,candj002
115,9927,2018,Brett Gardner,609,0.217,0.534,0.36,0.451,0.236,0.322,0.368,gardb001
123,11602,2018,Yolmer Sanchez,662,0.3429999999999999,0.643,0.475,0.441,0.242,0.306,0.372,sancc001
90,13836,2018,Matt Duffy,560,0.298,0.6779999999999999,0.4629999999999999,0.433,0.294,0.361,0.366,duffm002
40,3174,2018,Shin-Soo Choo,665,0.239,0.624,0.406,0.432,0.264,0.377,0.434,choos001
53,9847,2018,Andrew McCutchen,682,0.1939999999999999,0.6409999999999999,0.3979999999999999,0.4579999999999999,0.255,0.368,0.424,mccua001
94,10556,2018,Cesar Hernandez,708,0.203,0.588,0.376,0.45,0.253,0.356,0.362,hernc005
127,6609,2018,Freddy Galvis,656,0.368,0.687,0.501,0.416,0.248,0.299,0.38,galvf001
63,10815,2018,Jurickson Profar,594,0.3329999999999999,0.687,0.484,0.428,0.254,0.335,0.458,profj001
98,5497,2018,Marwin Gonzalez,552,0.319,0.599,0.436,0.417,0.247,0.324,0.409,gonzm002
104,10071,2018,Jonathan Villar,515,0.308,0.713,0.482,0.431,0.26,0.325,0.384,villj001
136,10199,2018,Billy Hamilton,556,0.299,0.6759999999999999,0.475,0.466,0.236,0.299,0.327,hamib001
119,12434,2018,Kevin Pillar,542,0.435,0.679,0.5379999999999999,0.421,0.252,0.282,0.426,pillk001
51,5631,2018,Matt Kemp,506,0.3429999999999999,0.737,0.507,0.417,0.29,0.338,0.481,kempm001
70,15676,2018,Jose Abreu,553,0.372,0.659,0.49,0.411,0.265,0.325,0.473,abrej003
89,19198,2018,Yuli Gurriel,573,0.371,0.6920000000000001,0.502,0.408,0.291,0.323,0.428,gurry001
122,6195,2018,Ian Kinsler,534,0.271,0.6829999999999999,0.4539999999999999,0.4429999999999999,0.24,0.301,0.38,kinsi001
110,9776,2018,Jason Kipnis,601,0.283,0.621,0.427,0.427,0.23,0.315,0.389,kipnj001
128,18314,2018,Dansby Swanson,533,0.365,0.687,0.499,0.418,0.238,0.304,0.395,swand001
116,5209,2018,Alex Gordon,568,0.297,0.67,0.462,0.442,0.245,0.324,0.37,gorda001
72,13145,2018,Josh Bell,583,0.267,0.6779999999999999,0.429,0.395,0.261,0.357,0.411,bellj005
105,17232,2018,Yoan Moncada,650,0.233,0.639,0.411,0.4379999999999999,0.235,0.315,0.4,moncy001
103,11476,2018,Odubel Herrera,597,0.396,0.6890000000000001,0.517,0.413,0.255,0.31,0.42,herro001
134,7802,2018,Miguel Rojas,528,0.352,0.6509999999999999,0.486,0.446,0.252,0.297,0.346,rojam002
97,1857,2018,Joe Mauer,543,0.211,0.51,0.353,0.476,0.282,0.351,0.379,mauej001
56,2151,2018,Edwin Encarnacion,579,0.29,0.672,0.446,0.408,0.246,0.336,0.474,encae001
80,13066,2018,Teoscar Hernandez,523,0.322,0.743,0.496,0.412,0.239,0.302,0.468,hernt002
88,14553,2018,Nomar Mazara,536,0.335,0.6409999999999999,0.461,0.414,0.258,0.317,0.436,mazan001
130,14712,2018,Manuel Margot,519,0.29,0.65,0.4579999999999999,0.4679999999999999,0.245,0.292,0.384,margm001
131,9785,2018,Kyle Seager,630,0.291,0.7090000000000001,0.471,0.43,0.221,0.273,0.4,seagk001
93,11609,2018,Willson Contreras,544,0.345,0.7020000000000001,0.495,0.421,0.249,0.339,0.39,contw001
118,9810,2018,Brian Dozier,632,0.225,0.605,0.396,0.45,0.215,0.305,0.391,dozib001
117,7304,2018,Salvador Perez,544,0.484,0.713,0.57,0.374,0.235,0.274,0.439,peres002
125,9368,2018,Evan Longoria,512,0.331,0.6829999999999999,0.486,0.439,0.244,0.281,0.413,longe001
111,15149,2018,Trey Mancini,636,0.344,0.7040000000000001,0.496,0.421,0.242,0.299,0.416,manct001
129,15518,2018,Amed Rosario,592,0.412,0.6940000000000001,0.5379999999999999,0.449,0.256,0.295,0.381,rosaa003
83,10542,2018,Derek Dietrich,551,0.344,0.718,0.504,0.428,0.265,0.33,0.421,dietd001
86,9744,2018,Justin Bour,501,0.298,0.583,0.414,0.406,0.227,0.341,0.404,bourj002
95,2530,2018,Yonder Alonso,574,0.33,0.752,0.504,0.412,0.25,0.317,0.421,alony001
101,6368,2018,Adam Jones,613,0.419,0.735,0.5479999999999999,0.408,0.281,0.313,0.419,jonea003
137,8203,2018,Dee Strange-Gordon,588,0.414,0.6859999999999999,0.536,0.45,0.268,0.288,0.349,gordd002
133,11200,2018,Kole Calhoun,552,0.282,0.7609999999999999,0.491,0.437,0.208,0.283,0.369,calhk001
120,5227,2018,Jon Jay,586,0.357,0.6509999999999999,0.488,0.445,0.268,0.33,0.347,jay-j001
113,10200,2018,Tucker Barnhart,522,0.288,0.69,0.4539999999999999,0.413,0.248,0.328,0.372,barnt001
132,5352,2018,Yangervis Solarte,506,0.414,0.7559999999999999,0.542,0.375,0.226,0.277,0.378,solay001
108,3516,2018,Eric Hosmer,677,0.331,0.7070000000000001,0.485,0.409,0.253,0.322,0.398,hosme001
102,6885,2018,Ian Desmond,619,0.31,0.713,0.481,0.426,0.236,0.307,0.422,desmi001
124,15447,2018,Ryon Healy,524,0.361,0.639,0.475,0.41,0.235,0.277,0.412,healr001
138,6310,2018,Alcides Escobar,531,0.352,0.716,0.515,0.4479999999999999,0.231,0.279,0.313,escoa003
135,393,2018,Victor Martinez,508,0.3379999999999999,0.698,0.492,0.427,0.251,0.297,0.353,martv001
139,9272,2018,Chris Davis,522,0.299,0.65,0.451,0.432,0.168,0.243,0.296,davic003
