,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
84,9774,2019,Christian Vazquez,521,0.352,0.69,0.499,0.435,0.276,0.32,0.477,vazqc001
81,12532,2019,Kolten Wong,549,0.314,0.696,0.474,0.418,0.285,0.361,0.423,wongk001
107,18363,2019,Victor Robles,617,0.319,0.7140000000000001,0.489,0.43,0.255,0.326,0.419,roblv001
65,9927,2019,Brett Gardner,550,0.248,0.56,0.384,0.435,0.251,0.325,0.503,gardb001
63,9218,2019,Paul Goldschmidt,682,0.314,0.677,0.4639999999999999,0.413,0.26,0.346,0.476,goldp001
30,15149,2019,Trey Mancini,679,0.3339999999999999,0.698,0.481,0.406,0.291,0.364,0.535,manct001
56,13152,2019,Jorge Polanco,704,0.285,0.672,0.446,0.416,0.295,0.356,0.485,polaj001
111,12147,2019,Nick Ahmed,625,0.31,0.7340000000000001,0.493,0.432,0.254,0.316,0.437,ahmen001
113,15986,2019,Willy Adames,584,0.275,0.703,0.469,0.4529999999999999,0.254,0.317,0.418,adamw002
64,13419,2019,Christian Walker,603,0.282,0.78,0.487,0.412,0.259,0.348,0.476,walkc002
72,11281,2019,Whit Merrifield,735,0.341,0.691,0.491,0.429,0.302,0.348,0.463,merrw001
105,17992,2019,David Fletcher,653,0.253,0.487,0.362,0.465,0.29,0.35,0.384,fletd002
59,2967,2019,Tommy Pham,654,0.2,0.631,0.384,0.428,0.273,0.369,0.45,phamt001
24,13145,2019,Josh Bell,613,0.302,0.778,0.481,0.377,0.277,0.367,0.569,bellj005
70,6153,2019,Eduardo Escobar,699,0.408,0.711,0.525,0.386,0.269,0.32,0.511,escoe001
43,15117,2019,Hunter Dozier,586,0.301,0.66,0.447,0.406,0.279,0.348,0.522,dozih001
60,4892,2019,Mike Moustakas,584,0.34,0.742,0.498,0.3929999999999999,0.254,0.329,0.516,mousm001
41,11899,2019,Joc Pederson,514,0.302,0.68,0.457,0.412,0.249,0.339,0.538,pedej001
68,18289,2019,Brian Anderson,520,0.348,0.659,0.475,0.41,0.261,0.342,0.468,andeb006
99,15223,2019,Adam Frazier,608,0.309,0.7040000000000001,0.48,0.432,0.278,0.336,0.417,fraza001
47,11737,2019,Nick Castellanos,664,0.409,0.763,0.547,0.39,0.289,0.337,0.525,castn001
57,10322,2019,Danny Santana,511,0.419,0.742,0.556,0.424,0.283,0.324,0.534,santd001
69,11205,2019,Adam Eaton,656,0.282,0.632,0.431,0.427,0.279,0.365,0.428,eatoa002
87,11200,2019,Kole Calhoun,632,0.29,0.752,0.481,0.414,0.232,0.325,0.467,calhk001
78,11493,2019,Manny Machado,661,0.314,0.698,0.466,0.396,0.256,0.334,0.462,machm001
92,4940,2019,Jason Heyward,589,0.303,0.68,0.4539999999999999,0.4,0.251,0.343,0.429,heywj001
118,6609,2019,Freddy Galvis,589,0.402,0.732,0.54,0.418,0.26,0.296,0.438,galvf001
74,17696,2019,Kevin Newman,531,0.373,0.6940000000000001,0.507,0.418,0.308,0.353,0.446,newmk001
76,10324,2019,Marcell Ozuna,549,0.3,0.6920000000000001,0.449,0.3779999999999999,0.241,0.328,0.472,ozunm001
80,5760,2019,Avisail Garcia,530,0.4,0.8190000000000001,0.564,0.391,0.282,0.332,0.464,garca003
97,9368,2019,Evan Longoria,508,0.326,0.6659999999999999,0.4679999999999999,0.417,0.254,0.325,0.437,longe001
103,11902,2019,Hanser Alberto,550,0.476,0.737,0.583,0.412,0.305,0.329,0.422,albeh001
48,16478,2019,Kyle Schwarber,610,0.264,0.6679999999999999,0.43,0.411,0.25,0.339,0.531,schwk001
52,3410,2019,Ryan Braun,508,0.374,0.727,0.513,0.395,0.285,0.343,0.505,braur002
62,16472,2019,Rhys Hoskins,705,0.24,0.61,0.392,0.41,0.226,0.364,0.454,hoskr001
86,14225,2019,Yasiel Puig,611,0.342,0.778,0.526,0.421,0.267,0.327,0.458,puigy001
104,15518,2019,Amed Rosario,655,0.381,0.718,0.517,0.4029999999999999,0.287,0.323,0.432,rosaa003
106,18314,2019,Dansby Swanson,545,0.2789999999999999,0.7040000000000001,0.4579999999999999,0.422,0.251,0.325,0.422,swand001
85,4962,2019,Asdrubal Cabrera,514,0.288,0.672,0.4529999999999999,0.431,0.26,0.342,0.441,cabra002
112,12984,2019,Jackie Bradley Jr.,567,0.3,0.715,0.48,0.434,0.225,0.317,0.421,bradj001
120,4579,2019,Starlin Castro,676,0.345,0.6940000000000001,0.492,0.421,0.27,0.3,0.436,casts001
121,10231,2019,Jose Iglesias,530,0.467,0.6809999999999999,0.5539999999999999,0.406,0.288,0.318,0.407,iglej001
127,8709,2019,Elvis Andrus,648,0.349,0.62,0.4639999999999999,0.423,0.275,0.313,0.393,andre001
89,17901,2019,Andrew Benintendi,615,0.33,0.7859999999999999,0.512,0.3989999999999999,0.266,0.343,0.431,benia002
129,5913,2019,Leury Garcia,618,0.385,0.732,0.539,0.4429999999999999,0.279,0.31,0.378,garcl004
110,5933,2019,Jean Segura,618,0.372,0.61,0.47,0.414,0.28,0.323,0.42,seguj002
12,7859,2019,Charlie Blackmon,634,0.3329999999999999,0.708,0.497,0.437,0.314,0.364,0.576,blacc001
66,15676,2019,Jose Abreu,693,0.373,0.6709999999999999,0.495,0.41,0.284,0.33,0.503,abrej003
93,1433,2019,Wilson Ramos,524,0.375,0.7609999999999999,0.539,0.424,0.288,0.351,0.416,ramow001
44,14811,2019,Luke Voit,510,0.266,0.7859999999999999,0.474,0.401,0.263,0.378,0.464,voitl001
108,10556,2019,Cesar Hernandez,667,0.298,0.654,0.455,0.442,0.279,0.333,0.408,hernc005
133,13608,2019,Mallex Smith,566,0.293,0.6890000000000001,0.473,0.456,0.227,0.3,0.335,smitm007
67,17484,2019,Eloy Jimenez,504,0.367,0.716,0.5,0.379,0.267,0.315,0.513,jimee001
122,7802,2019,Miguel Rojas,526,0.322,0.659,0.47,0.44,0.284,0.331,0.379,rojam002
123,9077,2019,Lorenzo Cain,623,0.28,0.6659999999999999,0.447,0.433,0.26,0.325,0.372,cainl001
82,14130,2019,Daniel Vogelbach,558,0.22,0.522,0.341,0.401,0.208,0.341,0.439,voged001
54,3174,2019,Shin-Soo Choo,660,0.2269999999999999,0.66,0.419,0.444,0.265,0.371,0.455,choos001
75,14566,2019,Franmil Reyes,548,0.3429999999999999,0.7759999999999999,0.515,0.3979999999999999,0.249,0.31,0.512,reyef001
91,12155,2019,Eddie Rosario,590,0.4629999999999999,0.804,0.591,0.376,0.276,0.3,0.5,rosae001
101,5209,2019,Alex Gordon,633,0.301,0.725,0.479,0.421,0.266,0.345,0.396,gorda001
124,12282,2019,Rougned Odor,581,0.331,0.6759999999999999,0.474,0.414,0.205,0.283,0.439,odorr001
119,10243,2019,Randal Grichuk,628,0.364,0.706,0.502,0.4039999999999999,0.232,0.28,0.457,gricr001
117,3892,2019,Josh Reddick,550,0.331,0.742,0.508,0.431,0.275,0.319,0.409,reddj001
125,10815,2019,Jurickson Profar,518,0.29,0.6890000000000001,0.452,0.407,0.218,0.301,0.41,profj001
88,15112,2019,Ryan McMahon,539,0.292,0.767,0.495,0.428,0.25,0.329,0.45,mcmar001
95,4062,2019,Dexter Fowler,574,0.253,0.687,0.425,0.397,0.238,0.346,0.409,fowld001
131,11602,2019,Yolmer Sanchez,555,0.332,0.6779999999999999,0.481,0.429,0.252,0.318,0.321,sancc001
83,4314,2019,Joey Votto,608,0.211,0.6809999999999999,0.415,0.434,0.261,0.357,0.411,vottj001
100,10264,2019,Brandon Belt,616,0.268,0.7509999999999999,0.46,0.3989999999999999,0.234,0.339,0.403,beltb001
94,10348,2019,Domingo Santana,507,0.264,0.7170000000000001,0.467,0.449,0.253,0.329,0.441,santd002
128,12434,2019,Kevin Pillar,645,0.488,0.746,0.586,0.38,0.259,0.287,0.432,pillk001
132,5343,2019,Brandon Crawford,560,0.321,0.7809999999999999,0.513,0.417,0.228,0.304,0.35,crawb001
126,9776,2019,Jason Kipnis,511,0.296,0.67,0.46,0.4379999999999999,0.245,0.304,0.41,kipnj001
96,14503,2019,Renato Nunez,599,0.375,0.677,0.495,0.3979999999999999,0.244,0.311,0.46,nuner001
109,16909,2019,Colin Moran,503,0.39,0.759,0.536,0.395,0.277,0.322,0.429,morac001
90,19611,2019,Vladimir Guerrero Jr.,514,0.316,0.7190000000000001,0.4679999999999999,0.3779999999999999,0.272,0.339,0.433,guerv002
102,1744,2019,Miguel Cabrera,549,0.368,0.688,0.495,0.3979999999999999,0.282,0.346,0.398,cabrm001
115,1177,2019,Albert Pujols,545,0.3289999999999999,0.608,0.445,0.416,0.244,0.305,0.43,pujoa001
116,6368,2019,Adam Jones,528,0.414,0.7290000000000001,0.541,0.4029999999999999,0.26,0.313,0.414,jonea003
114,3516,2019,Eric Hosmer,667,0.359,0.728,0.5,0.3829999999999999,0.265,0.31,0.425,hosme001
130,9112,2019,Khris Davis,533,0.307,0.8220000000000001,0.519,0.411,0.22,0.293,0.387,davik003
134,13185,2019,Orlando Arcia,546,0.3329999999999999,0.669,0.476,0.424,0.223,0.283,0.35,arcio002
