,IDfg,Season,Name,PA,O-Swing%,Z-Swing%,Swing%,Zone%,AVG,OBP,SLG,IDrs
74,513,2003,Luis Castillo,676,0.135,0.605,0.387,0.537,0.314,0.381,0.397,castl001
41,1419,2003,Hank Blalock,615,0.233,0.763,0.491,0.488,0.3,0.35,0.522,blalh001
13,295,2003,Bill Mueller,600,0.147,0.698,0.435,0.523,0.326,0.398,0.54,muelb001
10,990,2003,Brian Giles,609,0.151,0.7070000000000001,0.415,0.475,0.299,0.427,0.514,gileb002
18,248,2003,Magglio Ordonez,674,0.188,0.737,0.471,0.515,0.317,0.38,0.546,ordom001
58,1275,2003,Ivan Rodriguez,578,0.261,0.774,0.524,0.512,0.297,0.369,0.474,rodri001
62,1383,2003,Mark Loretta,653,0.185,0.6409999999999999,0.432,0.542,0.314,0.372,0.441,lorem001
14,409,2003,Jim Thome,698,0.22,0.7290000000000001,0.447,0.447,0.266,0.385,0.573,thomj002
9,255,2003,Frank Thomas,662,0.136,0.63,0.376,0.485,0.267,0.39,0.562,thomf001
57,993,2003,Jason Kendall,666,0.182,0.557,0.385,0.541,0.325,0.399,0.416,kendj001
78,766,2003,Orlando Cabrera,691,0.2689999999999999,0.7120000000000001,0.493,0.506,0.297,0.347,0.46,cabro001
119,443,2003,Juan Pierre,747,0.185,0.612,0.422,0.5539999999999999,0.305,0.361,0.373,pierj002
44,527,2003,Mike Lowell,557,0.201,0.6609999999999999,0.44,0.519,0.276,0.35,0.53,lowem001
54,906,2003,Eric Chavez,654,0.265,0.677,0.465,0.486,0.282,0.35,0.514,chave001
42,826,2003,Derek Jeter,542,0.2189999999999999,0.743,0.487,0.511,0.324,0.393,0.45,jeted001
127,1042,2003,Mark Kotsay,541,0.223,0.7490000000000001,0.482,0.493,0.266,0.343,0.384,kotsm001
82,88,2003,Rafael Furcal,734,0.158,0.644,0.416,0.531,0.292,0.352,0.443,furcr001
23,97,2003,Chipper Jones,656,0.142,0.7390000000000001,0.434,0.489,0.305,0.402,0.517,jonec004
46,804,2003,Brad Wilkerson,602,0.209,0.621,0.396,0.455,0.268,0.38,0.464,wilkb002
80,246,2003,Kenny Lofton,610,0.141,0.716,0.447,0.5329999999999999,0.296,0.352,0.45,loftk001
75,1176,2003,Placido Polanco,554,0.1989999999999999,0.652,0.435,0.521,0.289,0.352,0.447,polap001
110,256,2003,Jose Valentin,569,0.198,0.723,0.465,0.509,0.237,0.313,0.463,valej003
19,55,2003,Luis Gonzalez,679,0.183,0.711,0.43,0.4679999999999999,0.304,0.402,0.532,gonzl001
29,1326,2003,Vernon Wells,735,0.255,0.759,0.513,0.511,0.317,0.359,0.55,wellv001
35,525,2003,Derrek Lee,643,0.171,0.649,0.405,0.491,0.271,0.379,0.508,lee-d002
56,217,2003,Jason Varitek,521,0.25,0.7120000000000001,0.486,0.51,0.273,0.351,0.512,varij001
30,547,2003,Jeff Bagwell,702,0.183,0.763,0.4679999999999999,0.492,0.278,0.373,0.524,bagwj001
48,741,2003,Doug Mientkiewicz,574,0.184,0.6679999999999999,0.424,0.497,0.3,0.393,0.45,miend001
67,243,2003,Carlos Lee,671,0.2289999999999999,0.716,0.491,0.54,0.291,0.331,0.499,lee-c001
22,709,2003,Richie Sexson,718,0.221,0.7240000000000001,0.4539999999999999,0.462,0.272,0.379,0.548,sexsr001
72,746,2003,A.J. Pierzynski,533,0.335,0.818,0.59,0.528,0.312,0.36,0.464,piera001
83,950,2003,Marlon Byrd,553,0.207,0.6679999999999999,0.4529999999999999,0.534,0.303,0.366,0.418,byrdm001
99,1235,2003,Randy Winn,660,0.212,0.674,0.4639999999999999,0.546,0.295,0.346,0.425,winnr001
21,57,2003,Jose Guillen,535,0.296,0.75,0.524,0.502,0.311,0.359,0.569,guilj001
124,731,2003,Torii Hunter,642,0.263,0.768,0.518,0.505,0.25,0.312,0.451,huntt001
40,545,2003,Preston Wilson,661,0.2689999999999999,0.765,0.525,0.516,0.282,0.343,0.537,wilsp002
47,54,2003,Steve Finley,582,0.22,0.626,0.424,0.502,0.287,0.363,0.5,finls001
68,261,2003,Moises Alou,638,0.1889999999999999,0.8009999999999999,0.493,0.497,0.28,0.357,0.462,aloum001
76,958,2003,Travis Lee,613,0.211,0.727,0.467,0.496,0.275,0.348,0.459,lee-t002
84,941,2003,Miguel Tejada,703,0.205,0.631,0.42,0.503,0.278,0.336,0.472,tejam001
52,1119,2003,Jeff Kent,552,0.208,0.754,0.484,0.506,0.297,0.351,0.509,kentj001
93,918,2003,Ramon Hernandez,536,0.2319999999999999,0.6679999999999999,0.465,0.535,0.273,0.331,0.458,hernr002
15,745,2003,David Ortiz,509,0.217,0.732,0.461,0.474,0.288,0.369,0.592,ortid001
25,455,2003,Larry Walker,564,0.1939999999999999,0.708,0.43,0.4589999999999999,0.284,0.422,0.476,walkl001
37,802,2003,Jose Vidro,592,0.247,0.6779999999999999,0.449,0.469,0.31,0.397,0.47,vidrj001
66,1696,2003,Jody Gerut,525,0.168,0.647,0.42,0.527,0.279,0.336,0.494,geruj001
70,1314,2003,Raul Mondesi,586,0.218,0.727,0.469,0.493,0.272,0.343,0.484,mondr002
61,1095,2003,Scott Podsednik,628,0.1669999999999999,0.574,0.369,0.498,0.314,0.379,0.443,podss001
85,1296,2003,Jose Cruz,650,0.196,0.71,0.442,0.479,0.25,0.366,0.414,cruzj004
143,639,2003,Adrian Beltre,608,0.29,0.698,0.504,0.525,0.24,0.29,0.424,belta001
31,1213,2003,Aubrey Huff,706,0.254,0.6990000000000001,0.484,0.517,0.311,0.367,0.555,huffa001
28,690,2003,Geoff Jenkins,554,0.286,0.7929999999999999,0.521,0.4639999999999999,0.296,0.375,0.538,jenkg001
60,959,2003,Mike Lieberthal,561,0.2189999999999999,0.7240000000000001,0.469,0.495,0.313,0.373,0.453,liebm001
39,1249,2003,Carl Everett,602,0.244,0.7659999999999999,0.506,0.502,0.287,0.366,0.51,everc001
63,1322,2003,Shannon Stewart,644,0.222,0.6990000000000001,0.475,0.529,0.307,0.364,0.459,stews002
121,19,2003,Adam Kennedy,510,0.255,0.69,0.477,0.51,0.269,0.344,0.399,kenna001
134,166,2003,Brian Roberts,512,0.168,0.599,0.3929999999999999,0.522,0.27,0.337,0.367,robeb003
33,302,2003,Sammy Sosa,589,0.226,0.7390000000000001,0.475,0.487,0.279,0.358,0.553,sosas001
27,1086,2003,Edgar Martinez,603,0.147,0.5870000000000001,0.36,0.485,0.294,0.406,0.489,marte001
51,1266,2003,Rafael Palmeiro,654,0.145,0.6859999999999999,0.402,0.475,0.26,0.359,0.508,palmr001
92,591,2003,Angel Berroa,635,0.294,0.7070000000000001,0.519,0.546,0.287,0.338,0.451,berra001
95,1286,2003,Michael Young,713,0.203,0.684,0.4589999999999999,0.5329999999999999,0.306,0.339,0.446,younm003
132,520,2003,Alex Gonzalez,582,0.33,0.691,0.526,0.542,0.256,0.313,0.443,gonza002
112,1021,2003,Sean Burroughs,578,0.245,0.74,0.503,0.521,0.286,0.352,0.402,burrs001
122,565,2003,Julio Lugo,556,0.177,0.627,0.417,0.534,0.271,0.333,0.41,lugoj001
135,662,2003,Paul Lo Duca,630,0.221,0.675,0.461,0.529,0.273,0.335,0.377,lodup001
96,652,2003,Marquis Grissom,618,0.233,0.737,0.511,0.552,0.3,0.322,0.468,grism001
77,623,2003,Joe Randa,566,0.159,0.6509999999999999,0.424,0.54,0.291,0.348,0.452,randj002
117,185,2003,Johnny Damon,690,0.2019999999999999,0.645,0.426,0.505,0.273,0.345,0.405,damoj001
55,32,2003,Tim Salmon,621,0.185,0.706,0.445,0.5,0.275,0.374,0.464,salmt001
81,653,2003,Mark Grudzielanek,531,0.239,0.7070000000000001,0.491,0.539,0.314,0.366,0.416,grudm001
104,1038,2003,D'Angelo Jimenez,639,0.147,0.597,0.369,0.494,0.273,0.349,0.415,jimed001
139,971,2003,Jimmy Rollins,689,0.192,0.649,0.434,0.53,0.263,0.32,0.387,rollj001
140,947,2003,Marlon Anderson,535,0.2189999999999999,0.6729999999999999,0.452,0.513,0.27,0.328,0.376,andem003
102,1002,2003,Aramis Ramirez,670,0.257,0.7759999999999999,0.529,0.525,0.272,0.324,0.465,ramia001
100,311,2003,Aaron Boone,656,0.2739999999999999,0.736,0.502,0.494,0.267,0.327,0.453,boona001
97,1093,2003,John Olerud,634,0.133,0.605,0.368,0.498,0.269,0.372,0.39,olerj001
86,607,2003,Raul Ibanez,671,0.191,0.695,0.461,0.535,0.294,0.345,0.454,ibanr001
101,549,2003,Craig Biggio,717,0.2289999999999999,0.701,0.486,0.544,0.264,0.35,0.412,biggc001
129,227,2003,Joe Crede,580,0.255,0.742,0.524,0.5529999999999999,0.261,0.308,0.433,credj001
126,1106,2003,Rich Aurilia,545,0.2289999999999999,0.691,0.467,0.516,0.277,0.325,0.41,aurir001
133,719,2003,Casey Blake,621,0.188,0.616,0.421,0.544,0.257,0.312,0.411,blakc001
34,505,2003,Dmitri Young,635,0.287,0.794,0.54,0.499,0.297,0.372,0.537,yound001
65,856,2003,Rondell White,534,0.261,0.716,0.493,0.509,0.289,0.341,0.488,whitr001
91,131,2003,Jeff Conine,646,0.178,0.645,0.421,0.521,0.282,0.338,0.459,conij001
118,84,2003,Vinny Castilla,578,0.286,0.8079999999999999,0.568,0.541,0.277,0.31,0.461,castv001
154,1201,2003,Carl Crawford,661,0.292,0.7040000000000001,0.517,0.546,0.281,0.309,0.362,crawc002
69,651,2003,Shawn Green,691,0.23,0.7709999999999999,0.492,0.484,0.28,0.355,0.46,grees001
88,735,2003,Jacque Jones,548,0.332,0.812,0.574,0.503,0.304,0.333,0.464,jonej003
128,1656,2003,Rocco Baldelli,684,0.294,0.7020000000000001,0.519,0.552,0.289,0.326,0.416,baldr001
64,1241,2003,Frank Catalanotto,535,0.2289999999999999,0.6729999999999999,0.46,0.522,0.299,0.351,0.472,cataf001
79,1281,2003,Mark Teixeira,589,0.238,0.746,0.492,0.499,0.259,0.331,0.48,teixm001
73,1413,2003,Erubiel Durazo,645,0.184,0.642,0.401,0.473,0.259,0.374,0.43,durae001
142,281,2003,Alex Gonzalez,601,0.21,0.6940000000000001,0.4639999999999999,0.525,0.228,0.295,0.409,gonza001
150,1443,2003,Mark Ellis,622,0.208,0.555,0.395,0.54,0.248,0.313,0.371,ellim001
148,153,2003,Gary Matthews Jr.,513,0.2019999999999999,0.652,0.427,0.501,0.248,0.314,0.361,mattg002
114,37,2003,Scott Spiezio,581,0.212,0.725,0.479,0.52,0.265,0.326,0.453,spies001
111,1305,2003,Eric Hinske,514,0.209,0.695,0.45,0.496,0.243,0.329,0.437,hinse001
131,1307,2003,Orlando Hudson,521,0.193,0.7040000000000001,0.4579999999999999,0.519,0.268,0.328,0.395,hudso001
116,867,2003,Jeromy Burnitz,505,0.247,0.76,0.497,0.489,0.239,0.299,0.487,burnj001
130,859,2003,Edgardo Alfonzo,586,0.182,0.682,0.441,0.518,0.259,0.334,0.391,alfoe001
151,728,2003,Cristian Guzman,585,0.2189999999999999,0.6459999999999999,0.4429999999999999,0.524,0.268,0.311,0.365,guzmc001
45,890,2003,Jay Payton,658,0.262,0.711,0.505,0.542,0.302,0.354,0.512,paytj001
152,10,2003,David Eckstein,517,0.19,0.5670000000000001,0.406,0.573,0.252,0.325,0.325,ecksd001
155,1017,2003,Jack Wilson,615,0.244,0.6920000000000001,0.491,0.551,0.256,0.303,0.353,wilsj002
98,1168,2003,Tino Martinez,547,0.231,0.6459999999999999,0.433,0.487,0.273,0.352,0.429,martt002
108,141,2003,Jay Gibbons,682,0.278,0.745,0.527,0.534,0.277,0.33,0.456,gibbj002
105,94,2003,Wes Helms,536,0.233,0.753,0.491,0.496,0.261,0.33,0.45,helmw001
115,359,2003,Todd Walker,647,0.173,0.72,0.462,0.528,0.283,0.333,0.428,walkt002
125,716,2003,Eric Young,541,0.156,0.629,0.4029999999999999,0.523,0.251,0.336,0.392,youne001
109,314,2003,Sean Casey,629,0.245,0.677,0.469,0.518,0.291,0.35,0.408,cases001
159,1025,2003,Deivi Cruz,572,0.294,0.7120000000000001,0.536,0.578,0.25,0.269,0.378,cruzd001
106,934,2003,Carlos Pena,516,0.209,0.72,0.466,0.503,0.248,0.332,0.44,penac001
71,529,2003,Kevin Millar,618,0.206,0.682,0.447,0.508,0.276,0.348,0.472,millk005
103,677,2003,Ronnie Belliard,505,0.198,0.575,0.396,0.526,0.277,0.351,0.409,bellr002
107,736,2003,Bobby Kielty,509,0.1969999999999999,0.631,0.397,0.462,0.244,0.358,0.4,kielb001
146,860,2003,Roberto Alomar,598,0.15,0.654,0.42,0.536,0.258,0.333,0.349,alomr001
87,1659,2003,Hideki Matsui,695,0.149,0.614,0.382,0.502,0.287,0.353,0.435,matsh001
137,949,2003,Pat Burrell,599,0.196,0.685,0.434,0.487,0.209,0.309,0.404,burrp001
162,546,2003,Brad Ausmus,509,0.183,0.6940000000000001,0.4579999999999999,0.537,0.229,0.303,0.291,ausmb001
123,916,2003,Scott Hatteberg,622,0.1369999999999999,0.545,0.336,0.49,0.253,0.342,0.383,hatts001
90,857,2003,Bernie Williams,521,0.135,0.6779999999999999,0.41,0.506,0.263,0.367,0.411,willb002
120,320,2003,Juan Encarnacion,653,0.246,0.727,0.495,0.519,0.27,0.313,0.446,encaj001
144,1096,2003,Desi Relaford,557,0.193,0.685,0.466,0.5539999999999999,0.254,0.315,0.376,relad001
113,196,2003,Shea Hillenbrand,554,0.284,0.674,0.487,0.522,0.28,0.314,0.468,hills002
161,1386,2003,Alex Cora,514,0.233,0.639,0.466,0.574,0.249,0.287,0.338,coraa001
136,1491,2003,Ty Wigginton,633,0.23,0.754,0.501,0.517,0.255,0.318,0.396,wiggt001
145,469,2003,Bobby Higginson,539,0.146,0.627,0.384,0.494,0.235,0.32,0.369,higgb001
156,124,2003,Tony Batista,670,0.228,0.728,0.493,0.53,0.235,0.27,0.393,batit001
157,768,2003,Endy Chavez,526,0.246,0.612,0.442,0.535,0.251,0.294,0.354,chave002
164,656,2003,Cesar Izturis,593,0.251,0.682,0.497,0.5710000000000001,0.251,0.282,0.315,iztuc001
153,927,2003,Terrence Long,522,0.2269999999999999,0.652,0.4479999999999999,0.52,0.245,0.293,0.385,longt002
141,869,2003,Roger Cedeno,527,0.1669999999999999,0.696,0.456,0.546,0.267,0.32,0.378,ceder001
147,753,2003,Luis Rivas,521,0.249,0.703,0.49,0.53,0.259,0.308,0.381,rival001
149,708,2003,Alex Sanchez,599,0.246,0.7040000000000001,0.504,0.565,0.287,0.319,0.363,sanca003
160,226,2003,Royce Clayton,543,0.254,0.736,0.503,0.516,0.228,0.301,0.333,clayr001
138,604,2003,Ken Harvey,524,0.262,0.722,0.508,0.536,0.266,0.313,0.408,harvk001
163,1417,2003,Ramon Santiago,507,0.235,0.682,0.477,0.542,0.225,0.292,0.284,santr002
158,688,2003,Jose Hernandez,571,0.264,0.722,0.48,0.471,0.225,0.287,0.347,hernj001
